alteredRateConstant,factor,MP,FC,F2,CIA,FS,F3,O2,FM
kmit,1.87,203.968,18.0073,211.826,62.2565,796.608,3050.65,0.486646,145.18
kmit,1.88,207.576,17.9867,211.883,62.1806,798.088,3045.93,0.485323,145.525
kmit,1.89,211.209,17.9663,211.938,62.106,799.543,3041.22,0.484031,145.865
kmit,1.9,214.868,17.9459,211.989,62.0325,800.974,3036.5,0.482766,146.201
kmit,1.91,218.551,17.9257,212.037,61.9602,802.38,3031.78,0.48153,146.533
kmit,1.92,222.258,17.9055,212.082,61.8889,803.763,3027.06,0.48032,146.861
kmit,1.93,225.988,17.8855,212.125,61.8188,805.122,3022.33,0.479136,147.184
kmit,1.94,229.74,17.8656,212.164,61.7496,806.459,3017.61,0.477977,147.503
kmit,1.95,233.515,17.8458,212.2,61.6815,807.775,3012.88,0.476842,147.818
kmit,1.96,237.311,17.8261,212.233,61.6144,809.068,3008.15,0.475731,148.129
kmit,1.97,241.128,17.8066,212.263,61.5482,810.341,3003.42,0.474643,148.436
kmit,1.98,244.965,17.7871,212.29,61.483,811.594,2998.68,0.473577,148.739
kmit,1.99,248.823,17.7678,212.314,61.4187,812.826,2993.95,0.472533,149.039
kmit,2.,252.699,17.7485,212.335,61.3552,814.039,2989.21,0.47151,149.335
kcyt,0.5,44.3083,13.4918,103.239,73.4266,409.776,1203.05,1.26888,86.8691
kcyt,0.51,44.4759,13.5809,106.741,73.495,410.961,1246.01,1.2659,87.1254
kcyt,0.52,44.6389,13.6689,110.26,73.5637,412.135,1289.07,1.26292,87.376
kcyt,0.53,44.7974,13.7561,113.794,73.6327,413.3,1332.21,1.25992,87.6216
kcyt,0.54,44.952,13.8425,117.34,73.7022,414.457,1375.43,1.25691,87.8625
kcyt,0.55,45.1028,13.9282,120.897,73.7721,415.608,1418.72,1.25388,88.0992
kcyt,0.56,45.2501,14.0135,124.46,73.8426,416.754,1462.07,1.25084,88.332
kcyt,0.57,45.3942,14.0984,128.028,73.9137,417.899,1505.47,1.24777,88.5615
kcyt,0.58,45.5352,14.1831,131.596,73.9854,419.041,1548.93,1.24467,88.7879
kcyt,0.59,45.6733,14.2676,135.163,74.058,420.185,1592.44,1.24155,89.0116
kcyt,0.6,45.8089,14.352,138.723,74.1313,421.33,1635.98,1.23839,89.2329
kcyt,0.61,45.9419,14.4366,142.275,74.2056,422.478,1679.57,1.2352,89.4522
kcyt,0.62,46.0726,14.5214,145.813,74.2809,423.632,1723.2,1.23197,89.6697
kcyt,0.63,46.2011,14.6065,149.333,74.3573,424.792,1766.86,1.2287,89.8857
kcyt,0.64,46.3276,14.692,152.831,74.4349,425.96,1810.55,1.22538,90.1004
kcyt,0.65,46.4522,14.7781,156.302,74.5137,427.138,1854.28,1.22202,90.3143
kcyt,0.66,46.575,14.8648,159.74,74.594,428.327,1898.04,1.21859,90.5276
kcyt,0.67,46.6961,14.9523,163.141,74.6758,429.529,1941.84,1.21511,90.7404
kcyt,0.68,46.8157,15.0408,166.499,74.7592,430.747,1985.66,1.21156,90.9531
kcyt,0.69,46.9337,15.1303,169.806,74.8444,431.981,2029.52,1.20794,91.1661
kcyt,0.7,47.0504,15.221,173.058,74.9314,433.233,2073.42,1.20425,91.3794
kcyt,0.71,47.1657,15.3131,176.246,75.0206,434.507,2117.35,1.20048,91.5934
kcyt,0.72,47.2798,15.4066,179.364,75.1119,435.804,2161.31,1.19662,91.8085
kcyt,0.73,47.3928,15.5019,182.403,75.2056,437.126,2205.32,1.19266,92.0248
kcyt,0.74,47.5046,15.599,185.355,75.3019,438.476,2249.36,1.1886,92.2427
kcyt,0.75,47.6153,15.6981,188.211,75.401,439.857,2293.44,1.18443,92.4626
kcyt,0.76,47.725,15.7996,190.963,75.5032,441.272,2337.57,1.18014,92.6846
kcyt,0.77,47.8337,15.9034,193.6,75.6085,442.723,2381.74,1.17572,92.9092
kcyt,0.78,47.9415,16.0101,196.113,75.7175,444.215,2425.96,1.17117,93.1368
kcyt,0.79,48.0483,16.1197,198.491,75.8302,445.751,2470.22,1.16646,93.3676
kcyt,0.8,48.1542,16.2326,200.722,75.947,447.336,2514.53,1.16159,93.6022
kcyt,0.81,48.2591,16.3491,202.796,76.0684,448.973,2558.9,1.15654,93.8409
kcyt,0.82,48.3631,16.4696,204.701,76.1947,450.668,2603.31,1.1513,94.0843
kcyt,0.83,48.4661,16.5944,206.424,76.3262,452.426,2647.76,1.14585,94.3328
kcyt,0.84,48.5681,16.7241,207.953,76.4636,454.253,2692.27,1.14018,94.5869
kcyt,0.85,48.6691,16.8589,209.276,76.6072,456.156,2736.82,1.13426,94.8473
kcyt,0.86,48.7689,16.9996,210.382,76.7577,458.141,2781.4,1.12808,95.1144
kcyt,0.87,48.8674,17.1465,211.257,76.9156,460.217,2826.02,1.12161,95.3891
kcyt,0.88,48.9646,17.3005,211.891,77.0817,462.392,2870.67,1.11483,95.6721
kcyt,0.89,49.0604,17.4621,212.275,77.2567,464.676,2915.32,1.10771,95.9639
kcyt,0.9,49.1546,17.6322,212.398,77.4413,467.078,2959.98,1.10023,96.2656
kcyt,0.91,49.2471,17.8115,212.256,77.6364,469.609,3004.61,1.09236,96.5778
kcyt,0.92,49.3377,18.001,211.844,77.8429,472.281,3049.2,1.08406,96.9015
kcyt,0.93,49.4263,18.2016,211.163,78.0616,475.105,3093.71,1.07532,97.2376
kcyt,0.94,49.5129,18.4143,210.216,78.2935,478.092,3138.13,1.0661,97.5869
kcyt,0.95,49.5974,18.6401,209.015,78.5393,481.255,3182.4,1.05638,97.9503
kcyt,0.96,49.68,18.8801,207.574,78.8,484.604,3226.48,1.04615,98.3284
kcyt,0.97,49.761,19.1352,205.919,79.0761,488.148,3270.33,1.03539,98.7221
kcyt,0.98,49.8408,19.4065,204.078,79.3681,491.893,3313.91,1.0241,99.1318
kcyt,0.99,49.9203,19.6945,202.091,79.6761,495.844,3357.14,1.01229,99.5578
kcyt,1.,50.0006,20.0,200.001,79.9999,500.0,3400.0,0.999999,100.0
kcyt,1.01,50.0834,20.3233,197.858,80.3392,504.357,3442.43,0.987258,100.459
kcyt,1.02,50.1706,20.6645,195.715,80.6929,508.904,3484.4,0.974129,100.933
kcyt,1.03,50.2646,21.0235,193.621,81.0599,513.627,3525.87,0.96068,101.422
kcyt,1.04,50.3683,21.3999,191.628,81.4386,518.51,3566.82,0.946993,101.925
kcyt,1.05,50.4847,21.7932,189.779,81.8273,523.529,3607.26,0.933153,102.442
kcyt,1.06,50.617,22.2027,188.111,82.2243,528.664,3647.18,0.919245,102.971
kcyt,1.07,50.7687,22.6277,186.653,82.6278,533.891,3686.58,0.905352,103.511
kcyt,1.08,50.9428,23.0675,185.426,83.0361,539.188,3725.5,0.891549,104.061
kcyt,1.09,51.1426,23.5214,184.444,83.4477,544.533,3763.96,0.877902,104.62
kcyt,1.1,51.3709,23.9889,183.712,83.8614,549.909,3801.96,0.864466,105.188
kcyt,1.11,51.6306,24.4694,183.233,84.2761,555.298,3839.56,0.851285,105.765
kcyt,1.12,51.924,24.9627,183.003,84.6911,560.687,3876.75,0.838396,106.348
kcyt,1.13,52.2535,25.4684,183.017,85.1055,566.062,3913.58,0.825822,106.938
kcyt,1.14,52.621,25.9866,183.266,85.5192,571.415,3950.06,0.813582,107.535
kcyt,1.15,53.0285,26.517,183.739,85.9316,576.736,3986.21,0.801689,108.138
kcyt,1.16,53.4776,27.0598,184.427,86.3427,582.019,4022.05,0.790148,108.747
kcyt,1.17,53.9698,27.6151,185.319,86.7525,587.258,4057.6,0.778962,109.36
kcyt,1.18,54.5066,28.183,186.403,87.1608,592.447,4092.86,0.768129,109.979
kcyt,1.19,55.0892,28.7638,187.668,87.5679,597.583,4127.85,0.757647,110.602
kcyt,1.2,55.7188,29.3577,189.103,87.9737,602.662,4162.58,0.747511,111.229
kcyt,1.21,56.3965,29.965,190.699,88.3786,607.682,4197.06,0.737713,111.859
kcyt,1.22,57.1233,30.586,192.444,88.7827,612.64,4231.29,0.728247,112.493
kcyt,1.23,57.9001,31.2211,194.329,89.186,617.533,4265.29,0.719103,113.129
kcyt,1.24,58.7279,31.8706,196.346,89.589,622.36,4299.06,0.710274,113.768
kcyt,1.25,59.6073,32.535,198.485,89.9917,627.12,4332.6,0.70175,114.409
kcyt,1.26,60.5391,33.2146,200.739,90.3943,631.811,4365.93,0.693523,115.05
kcyt,1.27,61.5239,33.9099,203.099,90.7971,636.431,4399.04,0.685582,115.693
kcyt,1.28,62.5623,34.6213,205.559,91.2002,640.979,4431.93,0.67792,116.336
kcyt,1.29,63.6547,35.3493,208.111,91.6037,645.455,4464.61,0.670527,116.979
kcyt,1.3,64.8014,36.0943,210.75,92.0078,649.858,4497.09,0.663394,117.621
kcyt,1.31,66.003,36.8569,213.469,92.4127,654.186,4529.36,0.656512,118.261
kcyt,1.32,67.2594,37.6376,216.263,92.8184,658.44,4561.43,0.649873,118.9
kcyt,1.33,68.5708,38.4369,219.127,93.225,662.618,4593.29,0.643469,119.537
kcyt,1.34,69.9373,39.2553,222.056,93.6327,666.721,4624.94,0.637292,120.171
kcyt,1.35,71.3588,40.0935,225.047,94.0414,670.748,4656.4,0.631333,120.802
kcyt,1.36,72.835,40.952,228.094,94.4513,674.698,4687.65,0.625586,121.43
kcyt,1.37,74.3656,41.8315,231.194,94.8623,678.572,4718.7,0.620042,122.053
kcyt,1.38,75.9503,42.7326,234.345,95.2744,682.37,4749.54,0.614694,122.672
kcyt,1.39,77.5886,43.6559,237.542,95.6877,686.092,4780.18,0.609536,123.286
kcyt,1.4,79.2798,44.6021,240.784,96.1021,689.737,4810.6,0.604561,123.895
kcyt,1.41,81.0232,45.5719,244.067,96.5176,693.307,4840.82,0.599761,124.499
kcyt,1.42,82.8179,46.566,247.389,96.934,696.801,4870.83,0.595131,125.096
kcyt,1.43,84.663,47.5853,250.749,97.3515,700.221,4900.62,0.590665,125.687
kcyt,1.44,86.5574,48.6303,254.145,97.7698,703.565,4930.19,0.586357,126.271
kcyt,1.45,88.5,49.702,257.574,98.1889,706.836,4959.54,0.5822,126.849
kcyt,1.46,90.4895,50.8012,261.035,98.6086,710.033,4988.67,0.57819,127.419
kcyt,1.47,92.5246,51.9286,264.527,99.0289,713.158,5017.58,0.574321,127.982
kcyt,1.48,94.6038,53.0851,268.048,99.4496,716.211,5046.25,0.570588,128.538
kcyt,1.49,96.7255,54.2717,271.598,99.8706,719.193,5074.69,0.566985,129.086
kcyt,1.5,98.8881,55.4892,275.173,100.292,722.105,5102.89,0.563509,129.626
kcyt,1.51,101.09,56.7386,278.775,100.713,724.947,5130.84,0.560154,130.157
kcyt,1.52,103.329,58.0208,282.401,101.134,727.721,5158.56,0.556916,130.681
kcyt,1.53,105.604,59.3368,286.049,101.555,730.428,5186.02,0.553791,131.196
kcyt,1.54,107.913,60.6875,289.72,101.975,733.069,5213.22,0.550774,131.702
kcyt,1.55,110.253,62.074,293.412,102.394,735.644,5240.17,0.547862,132.2
kcyt,1.56,112.623,63.4974,297.124,102.813,738.155,5266.85,0.54505,132.69
kcyt,1.57,115.02,64.9586,300.854,103.231,740.603,5293.26,0.542336,133.171
kcyt,1.58,117.443,66.4588,304.601,103.647,742.99,5319.4,0.539715,133.643
kcyt,1.59,119.89,67.999,308.364,104.062,745.315,5345.26,0.537184,134.106
kcyt,1.6,122.357,69.5803,312.142,104.476,747.58,5370.83,0.53474,134.56
kcyt,1.61,124.843,71.2038,315.933,104.888,749.787,5396.12,0.532379,135.006
kcyt,1.62,127.346,72.8707,319.735,105.298,751.936,5421.11,0.5301,135.443
kcyt,1.63,129.864,74.582,323.548,105.705,754.029,5445.81,0.527898,135.871
kcyt,1.64,132.393,76.339,327.369,106.111,756.066,5470.2,0.525771,136.29
kcyt,1.65,134.932,78.1426,331.198,106.513,758.049,5494.29,0.523717,136.701
kcyt,1.66,137.479,79.9942,335.032,106.914,759.979,5518.06,0.521732,137.103
kcyt,1.67,140.032,81.8946,338.869,107.311,761.857,5541.52,0.519815,137.496
kcyt,1.68,142.587,83.8452,342.708,107.705,763.684,5564.66,0.517963,137.881
kcyt,1.69,145.143,85.8469,346.547,108.096,765.461,5587.47,0.516174,138.258
kcyt,1.7,147.698,87.9009,350.383,108.483,767.189,5609.95,0.514445,138.625
kcyt,1.71,150.25,90.0083,354.216,108.867,768.87,5632.09,0.512775,138.985
kcyt,1.72,152.796,92.17,358.043,109.247,770.503,5653.9,0.511161,139.336
kcyt,1.73,155.334,94.387,361.862,109.624,772.091,5675.37,0.509602,139.679
kcyt,1.74,157.862,96.6605,365.671,109.996,773.634,5696.49,0.508095,140.014
kcyt,1.75,160.378,98.9912,369.468,110.364,775.133,5717.26,0.50664,140.34
kcyt,1.76,162.881,101.38,373.25,110.727,776.589,5737.68,0.505234,140.659
kcyt,1.77,165.368,103.828,377.016,111.086,778.004,5757.75,0.503876,140.97
kcyt,1.78,167.837,106.336,380.764,111.44,779.377,5777.46,0.502563,141.273
kcyt,1.79,170.287,108.904,384.491,111.789,780.711,5796.81,0.501296,141.568
kcyt,1.8,172.716,111.534,388.195,112.134,782.005,5815.8,0.500071,141.856
kcyt,1.81,175.122,114.226,391.875,112.473,783.261,5834.43,0.498888,142.137
kcyt,1.82,177.504,116.98,395.528,112.807,784.48,5852.69,0.497745,142.41
kcyt,1.83,179.86,119.797,399.153,113.136,785.663,5870.59,0.496641,142.676
kcyt,1.84,182.189,122.677,402.747,113.46,786.81,5888.13,0.495575,142.935
kcyt,1.85,184.49,125.621,406.308,113.778,787.922,5905.31,0.494545,143.186
kcyt,1.86,186.761,128.63,409.835,114.091,789.001,5922.12,0.493551,143.431
kcyt,1.87,189.001,131.702,413.325,114.398,790.047,5938.57,0.49259,143.669
kcyt,1.88,191.209,134.839,416.778,114.7,791.06,5954.65,0.491662,143.901
kcyt,1.89,193.385,138.04,420.192,114.996,792.043,5970.38,0.490767,144.126
kcyt,1.9,195.527,141.305,423.565,115.286,792.995,5985.75,0.489902,144.345
kcyt,1.91,197.634,144.634,426.895,115.57,793.917,6000.77,0.489066,144.557
kcyt,1.92,199.707,148.028,430.182,115.849,794.811,6015.43,0.48826,144.764
kcyt,1.93,201.744,151.485,433.424,116.122,795.676,6029.74,0.487481,144.964
kcyt,1.94,203.744,155.005,436.62,116.39,796.515,6043.71,0.486729,145.159
kcyt,1.95,205.709,158.588,439.769,116.652,797.327,6057.34,0.486003,145.347
kcyt,1.96,207.636,162.233,442.87,116.908,798.113,6070.63,0.485302,145.531
kcyt,1.97,209.527,165.941,445.923,117.158,798.874,6083.58,0.484625,145.709
kcyt,1.98,211.38,169.709,448.926,117.403,799.611,6096.21,0.483971,145.881
kcyt,1.99,213.196,173.538,451.88,117.642,800.324,6108.52,0.48334,146.049
kcyt,2.,214.975,177.426,454.783,117.876,801.015,6120.51,0.48273,146.211
kO2,0.5,5.62083,17.6037,212.396,142.259,545.556,2952.67,0.306714,55.3863
kO2,0.51,5.83063,17.6418,212.397,140.91,545.518,2962.44,0.31477,55.9126
kO2,0.52,6.04707,17.6804,212.386,139.557,545.472,2972.23,0.32293,56.4482
kO2,0.53,6.27044,17.7196,212.361,138.202,545.42,2982.05,0.331197,56.9934
kO2,0.54,6.50106,17.7594,212.324,136.843,545.359,2991.89,0.339572,57.5483
kO2,0.55,6.73926,17.7997,212.273,135.483,545.29,3001.75,0.34806,58.1132
kO2,0.56,6.98538,17.8406,212.209,134.12,545.212,3011.63,0.356663,58.6884
kO2,0.57,7.23981,17.8821,212.132,132.755,545.124,3021.52,0.365383,59.2741
kO2,0.58,7.50296,17.9241,212.041,131.39,545.025,3031.42,0.374226,59.8705
kO2,0.59,7.77524,17.9667,211.936,130.023,544.915,3041.33,0.383193,60.4779
kO2,0.6,8.05714,18.0099,211.819,128.656,544.793,3051.24,0.392289,61.0967
kO2,0.61,8.34913,18.0537,211.687,127.289,544.658,3061.15,0.401518,61.7271
kO2,0.62,8.65177,18.098,211.543,125.923,544.51,3071.06,0.410884,62.3693
kO2,0.63,8.96563,18.1429,211.385,124.557,544.346,3080.97,0.420391,63.0237
kO2,0.64,9.29133,18.1883,211.214,123.193,544.167,3090.86,0.430045,63.6907
kO2,0.65,9.62956,18.2343,211.03,121.83,543.971,3100.74,0.43985,64.3705
kO2,0.66,9.98104,18.2809,210.834,120.47,543.756,3110.6,0.449813,65.0635
kO2,0.67,10.3466,18.328,210.625,119.113,543.522,3120.44,0.459938,65.7699
kO2,0.68,10.727,18.3756,210.403,117.76,543.267,3130.25,0.470232,66.4903
kO2,0.69,11.1234,18.4237,210.17,116.41,542.989,3140.03,0.480703,67.2249
kO2,0.7,11.5366,18.4723,209.925,115.065,542.688,3149.77,0.491357,67.9741
kO2,0.71,11.9679,18.5213,209.668,113.726,542.36,3159.47,0.502202,68.7384
kO2,0.72,12.4185,18.5709,209.401,112.392,542.004,3169.13,0.513247,69.5181
kO2,0.73,12.8898,18.6209,209.123,111.064,541.617,3178.74,0.524501,70.3137
kO2,0.74,13.3833,18.6713,208.836,109.743,541.199,3188.29,0.535975,71.1256
kO2,0.75,13.9007,18.7221,208.539,108.43,540.745,3197.78,0.547679,71.9543
kO2,0.76,14.4438,18.7732,208.233,107.126,540.254,3207.21,0.559626,72.8003
kO2,0.77,15.0148,18.8247,207.919,105.83,539.722,3216.57,0.571829,73.664
kO2,0.78,15.616,18.8765,207.597,104.543,539.146,3225.85,0.584302,74.546
kO2,0.79,16.25,18.9286,207.268,103.267,538.523,3235.05,0.597061,75.4468
kO2,0.8,16.9197,18.9809,206.932,102.002,537.848,3244.17,0.610123,76.3671
kO2,0.81,17.6285,19.0335,206.591,100.748,537.117,3253.19,0.62351,77.3073
kO2,0.82,18.38,19.0862,206.245,99.5063,536.326,3262.12,0.637241,78.2682
kO2,0.83,19.1785,19.139,205.894,98.2775,535.469,3270.95,0.651343,79.2504
kO2,0.84,20.0289,19.1918,205.54,97.0623,534.539,3279.67,0.665841,80.2545
kO2,0.85,20.9366,19.2447,205.182,95.8612,533.532,3288.28,0.680766,81.2812
kO2,0.86,21.9081,19.2976,204.823,94.675,532.438,3296.78,0.696153,82.3314
kO2,0.87,22.9505,19.3504,204.462,93.5043,531.25,3305.15,0.712041,83.4059
kO2,0.88,24.0724,19.4031,204.101,92.3498,529.958,3313.39,0.728476,84.5053
kO2,0.89,25.2836,19.4556,203.74,91.2122,528.552,3321.49,0.745508,85.6307
kO2,0.9,26.5956,19.5078,203.38,90.0921,527.019,3329.46,0.763197,86.7828
kO2,0.91,28.0217,19.5598,203.021,88.9902,525.344,3337.28,0.781612,87.9627
kO2,0.92,29.5779,19.6113,202.665,87.9071,523.512,3344.96,0.800833,89.1714
kO2,0.93,31.2829,19.6624,202.312,86.8435,521.503,3352.47,0.820955,90.4098
kO2,0.94,33.1593,19.713,201.964,85.8,519.296,3359.82,0.84209,91.6791
kO2,0.95,35.2338,19.763,201.619,84.7773,516.863,3367.0,0.864372,92.9803
kO2,0.96,37.5391,19.8122,201.281,83.7761,514.174,3374.0,0.887962,94.3144
kO2,0.97,40.1145,19.8607,200.949,82.7969,511.191,3380.81,0.913054,95.6826
kO2,0.98,43.0082,19.9082,200.624,81.8407,507.872,3387.43,0.939886,97.0859
kO2,0.99,46.2793,19.9547,200.308,80.908,504.163,3393.83,0.968748,98.5249
kO2,1.,50.0006,20.0,200.001,79.9999,500.0,3400.0,0.999999,100.0
kO2,1.01,54.2618,20.0438,199.706,79.1175,495.31,3405.92,1.03408,101.511
kO2,1.02,59.1728,20.0859,199.423,78.2622,490.005,3411.56,1.07152,103.057
kO2,1.03,64.8656,20.1259,199.156,77.4361,483.985,3416.86,1.11296,104.633
kO2,1.04,71.4928,20.1632,198.908,76.6423,477.15,3421.77,1.15913,106.234
kO2,1.05,79.2159,20.197,198.685,75.885,469.412,3426.18,1.21074,107.846
kO2,1.06,88.1749,20.2261,198.493,75.1704,460.735,3429.97,1.26835,109.448
kO2,1.07,98.4322,20.2494,198.34,74.5062,451.193,3432.97,1.33201,111.011
kO2,1.08,109.905,20.2653,198.236,73.9002,441.013,3435.02,1.40087,112.498
kO2,1.09,122.34,20.2728,198.187,73.357,430.573,3435.98,1.47313,113.873
kO2,1.1,135.374,20.2716,198.195,72.8761,420.294,3435.83,1.54648,115.116
kO2,1.11,148.663,20.2623,198.256,72.4511,410.51,3434.63,1.61878,116.224
kO2,1.12,161.963,20.2457,198.364,72.0726,401.407,3432.5,1.68863,117.211
kO2,1.13,175.145,20.223,198.513,71.7311,393.038,3429.57,1.75536,118.093
kO2,1.14,188.167,20.1952,198.696,71.4182,385.378,3425.95,1.81881,118.892
kO2,1.15,201.032,20.163,198.909,71.1273,378.362,3421.75,1.87911,119.622
kO2,1.16,213.768,20.1271,199.148,70.8535,371.918,3417.02,1.9365,120.298
kO2,1.17,226.409,20.088,199.409,70.593,365.973,3411.83,1.99128,120.928
kO2,1.18,238.992,20.046,199.691,70.3432,360.465,3406.22,2.04373,121.522
kO2,1.19,251.55,20.0016,199.991,70.1018,355.337,3400.21,2.0941,122.086
kO2,1.2,264.113,19.9548,200.307,69.8674,350.543,3393.84,2.14262,122.623
kO2,1.21,276.708,19.906,200.639,69.6387,346.042,3387.12,2.18949,123.139
kO2,1.22,289.357,19.8554,200.985,69.4149,341.8,3380.07,2.23489,123.635
kO2,1.23,302.08,19.803,201.344,69.1952,337.79,3372.7,2.27895,124.114
kO2,1.24,314.894,19.7491,201.715,68.9791,333.985,3365.02,2.32182,124.578
kO2,1.25,327.814,19.6938,202.096,68.7661,330.367,3357.04,2.3636,125.028
kO2,1.26,340.851,19.6371,202.487,68.5559,326.916,3348.76,2.4044,125.467
kO2,1.27,354.017,19.5793,202.887,68.3482,323.616,3340.2,2.44429,125.894
kO2,1.28,367.322,19.5203,203.294,68.1427,320.455,3331.35,2.48335,126.311
kO2,1.29,380.774,19.4604,203.707,67.9393,317.421,3322.22,2.52166,126.718
kO2,1.3,394.38,19.3995,204.126,67.7378,314.503,3312.82,2.55926,127.117
kO2,1.31,408.147,19.3378,204.549,67.5382,311.691,3303.15,2.59621,127.507
kO2,1.32,422.08,19.2754,204.975,67.3402,308.979,3293.21,2.63255,127.889
kO2,1.33,436.186,19.2122,205.402,67.1439,306.357,3283.01,2.66834,128.265
kO2,1.34,450.469,19.1485,205.83,66.9491,303.821,3272.54,2.70361,128.633
kO2,1.35,464.932,19.0843,206.257,66.7559,301.365,3261.81,2.73838,128.994
kO2,1.36,479.581,19.0196,206.681,66.5641,298.982,3250.83,2.7727,129.35
kO2,1.37,494.418,18.9546,207.102,66.3739,296.668,3239.59,2.80659,129.699
kO2,1.38,509.446,18.8892,207.517,66.185,294.419,3228.09,2.84008,130.042
kO2,1.39,524.669,18.8235,207.926,65.9976,292.232,3216.35,2.87319,130.38
kO2,1.4,540.09,18.7576,208.327,65.8115,290.102,3204.35,2.90595,130.713
kO2,1.41,555.711,18.6916,208.718,65.6269,288.026,3192.1,2.93837,131.041
kO2,1.42,571.534,18.6254,209.098,65.4436,286.001,3179.61,2.97047,131.363
kO2,1.43,587.563,18.5592,209.465,65.2618,284.025,3166.87,3.00227,131.681
kO2,1.44,603.798,18.493,209.817,65.0813,282.095,3153.89,3.03378,131.994
kO2,1.45,620.242,18.4268,210.154,64.9022,280.209,3140.66,3.06503,132.303
kO2,1.46,636.896,18.3607,210.473,64.7246,278.364,3127.2,3.09602,132.608
kO2,1.47,653.764,18.2947,210.774,64.5483,276.558,3113.49,3.12677,132.908
kO2,1.48,670.846,18.2288,211.053,64.3733,274.791,3099.55,3.15729,133.205
kO2,1.49,688.143,18.163,211.311,64.1998,273.059,3085.37,3.18759,133.497
kO2,1.5,705.659,18.0975,211.545,64.0277,271.361,3070.95,3.21768,133.786
kO2,1.51,723.393,18.0322,211.753,63.8569,269.697,3056.3,3.24757,134.07
kO2,1.52,741.348,17.9671,211.935,63.6875,268.063,3041.42,3.27728,134.352
kO2,1.53,759.525,17.9023,212.089,63.5195,266.46,3026.3,3.30681,134.629
kO2,1.54,777.925,17.8378,212.214,63.3528,264.885,3010.96,3.33616,134.904
kO2,1.55,796.549,17.7736,212.307,63.1875,263.339,2995.38,3.36536,135.174
kO2,1.56,815.399,17.7097,212.369,63.0236,261.819,2979.58,3.39439,135.442
kO2,1.57,834.476,17.6461,212.397,62.861,260.324,2963.54,3.42328,135.706
kO2,1.58,853.781,17.5829,212.39,62.6997,258.854,2947.29,3.45203,135.968
kO2,1.59,873.314,17.5201,212.347,62.5398,257.408,2930.81,3.48065,136.226
kO2,1.6,893.078,17.4576,212.267,62.3811,255.984,2914.1,3.50914,136.481
kO2,1.61,913.072,17.3954,212.15,62.2238,254.583,2897.17,3.5375,136.734
kO2,1.62,933.298,17.3337,211.993,62.0677,253.202,2880.02,3.56575,136.983
kO2,1.63,953.757,17.2723,211.796,61.9128,251.842,2862.65,3.59389,137.23
kO2,1.64,974.449,17.2113,211.558,61.7592,250.502,2845.06,3.62192,137.474
kO2,1.65,995.376,17.1507,211.278,61.6068,249.182,2827.25,3.64985,137.715
kO2,1.66,1016.54,17.0904,210.955,61.4556,247.879,2809.22,3.67768,137.953
kO2,1.67,1037.93,17.0305,210.589,61.3056,246.595,2790.98,3.70542,138.189
kO2,1.68,1059.57,16.9711,210.179,61.1567,245.327,2772.52,3.73308,138.423
kO2,1.69,1081.44,16.9119,209.725,61.0089,244.077,2753.84,3.76065,138.654
kO2,1.7,1103.55,16.8532,209.225,60.8622,242.843,2734.95,3.78815,138.882
kO2,1.71,1125.89,16.7948,208.68,60.7166,241.625,2715.85,3.81557,139.109
kO2,1.72,1148.48,16.7367,208.089,60.5721,240.422,2696.54,3.84291,139.332
kO2,1.73,1171.3,16.6791,207.451,60.4285,239.233,2677.01,3.8702,139.554
kO2,1.74,1194.37,16.6217,206.767,60.286,238.06,2657.27,3.89741,139.773
kO2,1.75,1217.67,16.5647,206.036,60.1444,236.9,2637.32,3.92457,139.99
kO2,1.76,1241.21,16.508,205.258,60.0037,235.754,2617.16,3.95167,140.204
kO2,1.77,1265.0,16.4517,204.433,59.8639,234.621,2596.79,3.97872,140.417
kO2,1.78,1289.02,16.3956,203.56,59.725,233.501,2576.21,4.00571,140.627
kO2,1.79,1313.29,16.3399,202.64,59.587,232.393,2555.43,4.03266,140.835
kO2,1.8,1337.8,16.2844,201.673,59.4497,231.298,2534.43,4.05956,141.041
kO2,1.81,1362.54,16.2293,200.659,59.3133,230.215,2513.24,4.08642,141.245
kO2,1.82,1387.53,16.1743,199.599,59.1776,229.143,2491.83,4.11324,141.447
kO2,1.83,1412.76,16.1197,198.491,59.0426,228.082,2470.22,4.14003,141.647
kO2,1.84,1438.24,16.0653,197.337,58.9082,227.032,2448.41,4.16678,141.846
kO2,1.85,1463.95,16.0111,196.137,58.7746,225.993,2426.39,4.1935,142.042
kO2,1.86,1489.9,15.9572,194.892,58.6415,224.965,2404.17,4.22019,142.236
kO2,1.87,1516.1,15.9035,193.601,58.509,223.946,2381.75,4.24686,142.428
kO2,1.88,1542.53,15.85,192.266,58.3771,222.938,2359.13,4.2735,142.618
kO2,1.89,1569.2,15.7966,190.886,58.2457,221.939,2336.31,4.30012,142.807
kO2,1.9,1596.12,15.7435,189.462,58.1148,220.949,2313.28,4.32671,142.994
kO2,1.91,1623.27,15.6905,187.996,57.9843,219.969,2290.06,4.3533,143.179
kO2,1.92,1650.66,15.6376,186.487,57.8543,218.998,2266.64,4.37986,143.362
kO2,1.93,1678.29,15.5849,184.936,57.7246,218.035,2243.03,4.40642,143.543
kO2,1.94,1706.16,15.5323,183.344,57.5953,217.082,2219.22,4.43296,143.723
kO2,1.95,1734.26,15.4799,181.712,57.4662,216.136,2195.21,4.45949,143.9
