time,MP,FC,F2,CIA,FS,F3,O2,FM
0, 8500.0, 10.0, 30.0, 70.0, 150.0, 420.0, 0.481333, 200.0
1, 8483.2, 10.0029, 30.831, 69.9998, 150.149, 419.169, 0.00325228, 216.629
2, 8466.59, 10.0101, 31.6621, 69.9994, 150.308, 418.341, 0.00322129, 233.008
3, 8450.19, 10.0201, 32.4944, 69.9989, 150.477, 417.514, 0.00319339, 249.12
4, 8433.97, 10.0321, 33.3289, 69.9984, 150.654, 416.689, 0.00317433, 265.003
5, 8417.88, 10.0456, 34.1662, 69.998, 150.839, 415.865, 0.00316229, 280.701
6, 8401.89, 10.0602, 35.0068, 69.9977, 151.031, 415.044, 0.00315412, 296.243
7, 8385.98, 10.0757, 35.8512, 69.9975, 151.228, 414.225, 0.00314786, 311.644
8, 8370.16, 10.0919, 36.6996, 69.9975, 151.432, 413.407, 0.00314253, 326.91
9, 8354.41, 10.1089, 37.5525, 69.9976, 151.64, 412.591, 0.00313771, 342.044
10, 8338.74, 10.1264, 38.41, 69.9979, 151.853, 411.777, 0.0031332, 357.049
11, 8323.14, 10.1444, 39.2725, 69.9983, 152.071, 410.965, 0.00312892, 371.924
12, 8307.62, 10.163, 40.1403, 69.9989, 152.292, 410.155, 0.00312484, 386.67
13, 8292.16, 10.182, 41.0135, 69.9997, 152.517, 409.347, 0.00312092, 401.288
14, 8276.78, 10.2014, 41.8925, 70.0007, 152.746, 408.541, 0.00311717, 415.778
15, 8261.47, 10.2212, 42.7775, 70.0018, 152.978, 407.736, 0.00311357, 430.14
16, 8246.23, 10.2415, 43.6687, 70.0031, 153.212, 406.933, 0.00311012, 444.376
17, 8231.06, 10.2621, 44.5665, 70.0046, 153.45, 406.133, 0.00310681, 458.485
18, 8215.96, 10.283, 45.4709, 70.0063, 153.69, 405.334, 0.00310363, 472.468
19, 8200.93, 10.3043, 46.3822, 70.0082, 153.932, 404.536, 0.00310059, 486.325
20, 8185.97, 10.3259, 47.3008, 70.0102, 154.176, 403.741, 0.00309768, 500.058
21, 8171.08, 10.3478, 48.2268, 70.0125, 154.423, 402.948, 0.0030949, 513.666
22, 8156.25, 10.3699, 49.1605, 70.0149, 154.671, 402.156, 0.00309224, 527.151
23, 8141.49, 10.3924, 50.1021, 70.0176, 154.921, 401.366, 0.0030897, 540.512
24, 8126.8, 10.4152, 51.0518, 70.0204, 155.173, 400.578, 0.00308728, 553.751
25, 8112.17, 10.4382, 52.01, 70.0235, 155.426, 399.792, 0.00308497, 566.868
26, 8097.61, 10.4615, 52.9768, 70.0267, 155.681, 399.008, 0.00308278, 579.863
27, 8083.12, 10.4851, 53.9525, 70.0302, 155.937, 398.226, 0.00308069, 592.738
28, 8068.68, 10.5089, 54.9374, 70.0338, 156.194, 397.445, 0.00307871, 605.494
29, 8054.32, 10.5329, 55.9316, 70.0377, 156.453, 396.667, 0.00307683, 618.129
30, 8040.01, 10.5572, 56.9356, 70.0418, 156.713, 395.89, 0.00307505, 630.646
31, 8025.77, 10.5817, 57.9495, 70.0461, 156.973, 395.115, 0.00307337, 643.046
32, 8011.6, 10.6065, 58.9736, 70.0505, 157.235, 394.342, 0.00307179, 655.328
33, 7997.48, 10.6315, 60.0082, 70.0553, 157.498, 393.57, 0.00307031, 667.493
34, 7983.43, 10.6566, 61.0536, 70.0602, 157.761, 392.801, 0.00306892, 679.543
35, 7969.44, 10.682, 62.11, 70.0653, 158.025, 392.033, 0.00306761, 691.477
36, 7955.5, 10.7077, 63.1778, 70.0707, 158.29, 391.268, 0.0030664, 703.297
37, 7941.63, 10.7335, 64.2571, 70.0762, 158.556, 390.504, 0.00306528, 715.003
38, 7927.82, 10.7595, 65.3484, 70.082, 158.822, 389.742, 0.00306424, 726.596
39, 7914.07, 10.7857, 66.4519, 70.088, 159.089, 388.981, 0.00306328, 738.077
40, 7900.38, 10.8121, 67.5679, 70.0943, 159.356, 388.223, 0.00306241, 749.446
41, 7886.75, 10.8387, 68.6967, 70.1007, 159.624, 387.466, 0.00306161, 760.704
42, 7873.18, 10.8655, 69.8387, 70.1074, 159.892, 386.712, 0.0030609, 771.852
43, 7859.67, 10.8924, 70.9941, 70.1143, 160.161, 385.959, 0.00306026, 782.891
44, 7846.21, 10.9196, 72.1633, 70.1214, 160.43, 385.208, 0.0030597, 793.821
45, 7832.81, 10.9469, 73.3466, 70.1287, 160.7, 384.459, 0.00305921, 804.642
46, 7819.47, 10.9743, 74.5443, 70.1363, 160.969, 383.711, 0.00305879, 815.357
47, 7806.18, 11.002, 75.7568, 70.144, 161.24, 382.966, 0.00305845, 825.964
48, 7792.95, 11.0298, 76.9844, 70.1521, 161.51, 382.222, 0.00305818, 836.466
49, 7779.78, 11.0577, 78.2274, 70.1603, 161.781, 381.48, 0.00305797, 846.862
50, 7766.66, 11.0858, 79.4863, 70.1687, 162.052, 380.74, 0.00305784, 857.154
51, 7753.6, 11.114, 80.7613, 70.1774, 162.323, 380.002, 0.00305777, 867.342
52, 7740.59, 11.1424, 82.0528, 70.1863, 162.594, 379.266, 0.00305776, 877.426
53, 7727.64, 11.1709, 83.3612, 70.1955, 162.866, 378.532, 0.00305782, 887.408
54, 7714.74, 11.1995, 84.6868, 70.2048, 163.137, 377.799, 0.00305794, 897.288
55, 7701.9, 11.2283, 86.0299, 70.2144, 163.409, 377.068, 0.00305812, 907.067
56, 7689.11, 11.2572, 87.3911, 70.2243, 163.681, 376.34, 0.00305838, 916.745
57, 7676.37, 11.2861, 88.7705, 70.2343, 163.953, 375.613, 0.0030587, 926.324
58, 7663.69, 11.3152, 90.1687, 70.2446, 164.225, 374.888, 0.00305904, 935.803
59, 7651.05, 11.3444, 91.5859, 70.2551, 164.497, 374.164, 0.00305946, 945.183
60, 7638.47, 11.3737, 93.0226, 70.2658, 164.769, 373.443, 0.00305993, 954.466
61, 7625.95, 11.403, 94.479, 70.2768, 165.041, 372.723, 0.00306047, 963.651
62, 7613.47, 11.4325, 95.9557, 70.288, 165.313, 372.006, 0.00306105, 972.739
63, 7601.04, 11.462, 97.4529, 70.2994, 165.585, 371.29, 0.0030617, 981.732
64, 7588.67, 11.4915, 98.971, 70.311, 165.856, 370.576, 0.00306239, 990.629
65, 7576.35, 11.5211, 100.51, 70.3229, 166.128, 369.864, 0.00306314, 999.431
66, 7564.07, 11.5508, 102.072, 70.335, 166.4, 369.154, 0.00306393, 1008.14
67, 7551.85, 11.5805, 103.655, 70.3473, 166.672, 368.445, 0.00306478, 1016.75
68, 7539.68, 11.6103, 105.26, 70.3598, 166.944, 367.739, 0.00306568, 1025.27
69, 7527.55, 11.6401, 106.889, 70.3726, 167.215, 367.034, 0.00306663, 1033.7
70, 7515.48, 11.6698, 108.54, 70.3855, 167.487, 366.331, 0.00306762, 1042.04
71, 7503.45, 11.6997, 110.215, 70.3987, 167.758, 365.63, 0.00306866, 1050.28
72, 7491.47, 11.7295, 111.914, 70.4122, 168.029, 364.931, 0.00306975, 1058.44
73, 7479.54, 11.7593, 113.637, 70.4258, 168.3, 364.234, 0.00307089, 1066.5
74, 7467.66, 11.7891, 115.385, 70.4397, 168.571, 363.539, 0.00307207, 1074.48
75, 7455.83, 11.8189, 117.157, 70.4538, 168.842, 362.846, 0.00307329, 1082.36
76, 7444.04, 11.8486, 118.955, 70.4681, 169.112, 362.154, 0.00307456, 1090.16
77, 7432.3, 11.8783, 120.779, 70.4826, 169.383, 361.464, 0.00307587, 1097.87
78, 7420.61, 11.908, 122.628, 70.4973, 169.653, 360.777, 0.00307723, 1105.49
79, 7408.96, 11.9377, 124.503, 70.5123, 169.923, 360.091, 0.00307862, 1113.03
80, 7397.36, 11.9673, 126.405, 70.5274, 170.193, 359.407, 0.00308006, 1120.47
81, 7385.81, 11.9968, 128.334, 70.5428, 170.463, 358.725, 0.00308154, 1127.84
82, 7374.3, 12.0262, 130.289, 70.5584, 170.732, 358.044, 0.00308305, 1135.11
83, 7362.84, 12.0556, 132.272, 70.5741, 171.001, 357.366, 0.00308461, 1142.31
84, 7351.42, 12.0849, 134.283, 70.5901, 171.27, 356.689, 0.00308621, 1149.41
85, 7340.04, 12.1142, 136.322, 70.6063, 171.539, 356.015, 0.00308784, 1156.44
86, 7328.72, 12.1433, 138.389, 70.6227, 171.807, 355.342, 0.00308951, 1163.38
87, 7317.43, 12.1723, 140.484, 70.6393, 172.075, 354.671, 0.00309122, 1170.23
88, 7306.19, 12.2013, 142.608, 70.6561, 172.343, 354.002, 0.00309297, 1177.01
89, 7294.99, 12.2301, 144.76, 70.6731, 172.611, 353.335, 0.00309475, 1183.7
90, 7283.84, 12.2588, 146.942, 70.6903, 172.878, 352.67, 0.00309657, 1190.31
91, 7272.73, 12.2874, 149.153, 70.7077, 173.146, 352.007, 0.00309842, 1196.84
92, 7261.67, 12.3159, 151.393, 70.7253, 173.412, 351.345, 0.00310031, 1203.29
93, 7250.64, 12.3442, 153.663, 70.7431, 173.679, 350.686, 0.00310223, 1209.66
94, 7239.66, 12.3724, 155.963, 70.7611, 173.945, 350.028, 0.00310418, 1215.95
95, 7228.72, 12.4005, 158.293, 70.7792, 174.211, 349.372, 0.00310617, 1222.16
96, 7217.82, 12.4284, 160.653, 70.7976, 174.477, 348.718, 0.00310819, 1228.3
97, 7206.97, 12.4562, 163.043, 70.8161, 174.742, 348.066, 0.00311025, 1234.35
98, 7196.16, 12.4839, 165.464, 70.8348, 175.008, 347.416, 0.00311233, 1240.33
99, 7185.38, 12.5114, 167.915, 70.8537, 175.272, 346.767, 0.00311445, 1246.23
100, 7174.65, 12.5388, 170.396, 70.8728, 175.537, 346.121, 0.0031166, 1252.05
101, 7163.96, 12.566, 172.909, 70.892, 175.801, 345.476, 0.00311877, 1257.8
102, 7153.31, 12.593, 175.452, 70.9115, 176.065, 344.834, 0.00312098, 1263.47
103, 7142.7, 12.6199, 178.026, 70.9311, 176.328, 344.193, 0.00312322, 1269.06
104, 7132.13, 12.6466, 180.631, 70.9508, 176.591, 343.554, 0.00312549, 1274.58
105, 7121.6, 12.6732, 183.267, 70.9708, 176.854, 342.916, 0.00312779, 1280.03
106, 7111.11, 12.6996, 185.934, 70.9909, 177.117, 342.281, 0.00313011, 1285.4
107, 7100.66, 12.7259, 188.632, 71.0111, 177.379, 341.648, 0.00313247, 1290.69
108, 7090.25, 12.7519, 191.362, 71.0316, 177.641, 341.016, 0.00313485, 1295.92
109, 7079.87, 12.7779, 194.122, 71.0522, 177.902, 340.386, 0.00313726, 1301.07
110, 7069.54, 12.8036, 196.913, 71.0729, 178.163, 339.759, 0.00313969, 1306.15
111, 7059.24, 12.8292, 199.736, 71.0938, 178.424, 339.132, 0.00314215, 1311.16
112, 7048.98, 12.8546, 202.59, 71.1149, 178.684, 338.508, 0.00314464, 1316.09
113, 7038.76, 12.8799, 205.475, 71.1361, 178.944, 337.886, 0.00314716, 1320.96
114, 7028.58, 12.905, 208.391, 71.1575, 179.204, 337.265, 0.0031497, 1325.75
115, 7018.43, 12.9299, 211.338, 71.179, 179.463, 336.647, 0.00315227, 1330.47
116, 7008.33, 12.9547, 214.316, 71.2007, 179.722, 336.03, 0.00315486, 1335.13
117, 6998.25, 12.9793, 217.325, 71.2225, 179.981, 335.415, 0.00315747, 1339.71
118, 6988.22, 13.0037, 220.365, 71.2445, 180.239, 334.802, 0.00316011, 1344.23
119, 6978.22, 13.0279, 223.436, 71.2666, 180.497, 334.19, 0.00316278, 1348.68
120, 6968.26, 13.052, 226.538, 71.2888, 180.754, 333.581, 0.00316546, 1353.06
121, 6958.34, 13.076, 229.67, 71.3112, 181.011, 332.973, 0.00316817, 1357.37
122, 6948.45, 13.0998, 232.833, 71.3337, 181.268, 332.367, 0.00317091, 1361.61
123, 6938.59, 13.1234, 236.027, 71.3564, 181.524, 331.763, 0.00317366, 1365.79
124, 6928.77, 13.1468, 239.251, 71.3792, 181.78, 331.161, 0.00317644, 1369.91
125, 6918.99, 13.1701, 242.506, 71.4021, 182.036, 330.56, 0.00317925, 1373.95
126, 6909.24, 13.1932, 245.79, 71.4251, 182.291, 329.961, 0.00318207, 1377.93
127, 6899.53, 13.2162, 249.105, 71.4483, 182.546, 329.364, 0.00318491, 1381.85
128, 6889.85, 13.239, 252.45, 71.4716, 182.8, 328.769, 0.00318776, 1385.7
129, 6880.21, 13.2617, 255.825, 71.4951, 183.054, 328.176, 0.00319065, 1389.49
130, 6870.6, 13.2842, 259.23, 71.5186, 183.308, 327.584, 0.00319359, 1393.22
131, 6861.02, 13.3065, 262.665, 71.5423, 183.561, 326.994, 0.0031965, 1396.88
132, 6851.48, 13.3287, 266.129, 71.5661, 183.814, 326.406, 0.00319944, 1400.48
133, 6841.97, 13.3508, 269.622, 71.59, 184.066, 325.82, 0.00320241, 1404.02
134, 6832.5, 13.3727, 273.145, 71.614, 184.318, 325.235, 0.0032054, 1407.49
135, 6823.05, 13.3945, 276.697, 71.6382, 184.569, 324.652, 0.0032084, 1410.9
136, 6813.64, 13.4161, 280.278, 71.6624, 184.821, 324.071, 0.00321143, 1414.26
137, 6804.27, 13.4375, 283.888, 71.6868, 185.071, 323.492, 0.00321447, 1417.55
138, 6794.92, 13.4588, 287.527, 71.7113, 185.322, 322.915, 0.00321753, 1420.78
139, 6785.61, 13.48, 291.194, 71.7359, 185.572, 322.339, 0.00322061, 1423.95
140, 6776.33, 13.5011, 294.89, 71.7606, 185.821, 321.765, 0.00322371, 1427.07
141, 6767.09, 13.522, 298.613, 71.7854, 186.07, 321.192, 0.00322683, 1430.12
142, 6757.87, 13.5427, 302.365, 71.8103, 186.319, 320.621, 0.00322996, 1433.12
143, 6748.69, 13.5634, 306.145, 71.8353, 186.567, 320.053, 0.00323311, 1436.06
144, 6739.53, 13.5839, 309.953, 71.8605, 186.815, 319.485, 0.00323628, 1438.94
145, 6730.41, 13.6042, 313.788, 71.8857, 187.062, 318.92, 0.00323946, 1441.76
146, 6721.32, 13.6245, 317.651, 71.911, 187.309, 318.356, 0.00324266, 1444.53
147, 6712.26, 13.6446, 321.54, 71.9364, 187.556, 317.794, 0.00324588, 1447.24
148, 6703.23, 13.6645, 325.457, 71.962, 187.802, 317.233, 0.00324911, 1449.89
149, 6694.23, 13.6844, 329.401, 71.9876, 188.048, 316.674, 0.00325236, 1452.49
150, 6685.26, 13.7041, 333.372, 72.0133, 188.293, 316.117, 0.00325562, 1455.03
151, 6676.32, 13.7237, 337.369, 72.0391, 188.538, 315.562, 0.0032589, 1457.52
152, 6667.41, 13.7432, 341.392, 72.065, 188.783, 315.008, 0.00326219, 1459.96
153, 6658.53, 13.7625, 345.442, 72.0909, 189.027, 314.456, 0.0032655, 1462.34
154, 6649.68, 13.7817, 349.517, 72.117, 189.27, 313.906, 0.00326882, 1464.67
155, 6640.86, 13.8009, 353.619, 72.1432, 189.514, 313.357, 0.00327216, 1466.95
156, 6632.07, 13.8199, 357.746, 72.1694, 189.756, 312.81, 0.00327551, 1469.17
157, 6623.31, 13.8387, 361.898, 72.1958, 189.999, 312.264, 0.00327887, 1471.34
158, 6614.57, 13.8575, 366.076, 72.2222, 190.241, 311.72, 0.00328225, 1473.46
159, 6605.87, 13.8762, 370.278, 72.2487, 190.482, 311.178, 0.00328565, 1475.53
160, 6597.19, 13.8947, 374.506, 72.2753, 190.723, 310.637, 0.00328905, 1477.55
161, 6588.54, 13.9131, 378.758, 72.3019, 190.964, 310.098, 0.00329247, 1479.51
162, 6579.92, 13.9315, 383.035, 72.3287, 191.204, 309.561, 0.0032959, 1481.43
163, 6571.33, 13.9497, 387.336, 72.3555, 191.444, 309.025, 0.00329934, 1483.3
164, 6562.76, 13.9678, 391.661, 72.3824, 191.683, 308.491, 0.0033028, 1485.11
165, 6554.22, 13.9858, 396.01, 72.4094, 191.922, 307.958, 0.00330627, 1486.88
166, 6545.71, 14.0037, 400.382, 72.4364, 192.161, 307.427, 0.00330975, 1488.6
167, 6537.23, 14.0215, 404.779, 72.4635, 192.399, 306.897, 0.00331324, 1490.27
168, 6528.77, 14.0392, 409.198, 72.4907, 192.636, 306.37, 0.00331675, 1491.9
169, 6520.34, 14.0568, 413.641, 72.518, 192.873, 305.843, 0.00332026, 1493.48
170, 6511.93, 14.0743, 418.106, 72.5454, 193.11, 305.319, 0.00332379, 1495.01
171, 6503.55, 14.0917, 422.595, 72.5728, 193.346, 304.795, 0.00332733, 1496.49
172, 6495.2, 14.109, 427.106, 72.6003, 193.582, 304.274, 0.00333088, 1497.93
173, 6486.88, 14.1262, 431.639, 72.6278, 193.818, 303.754, 0.00333444, 1499.32
174, 6478.58, 14.1433, 436.194, 72.6554, 194.053, 303.235, 0.00333801, 1500.67
175, 6470.3, 14.1603, 440.772, 72.6831, 194.287, 302.718, 0.00334159, 1501.97
176, 6462.06, 14.1772, 445.371, 72.7109, 194.521, 302.203, 0.00334518, 1503.23
177, 6453.83, 14.1941, 449.991, 72.7387, 194.755, 301.689, 0.00334878, 1504.44
178, 6445.63, 14.2108, 454.633, 72.7666, 194.988, 301.176, 0.00335239, 1505.61
179, 6437.46, 14.2275, 459.297, 72.7945, 195.221, 300.665, 0.00335601, 1506.74
180, 6429.31, 14.244, 463.981, 72.8225, 195.453, 300.156, 0.00335964, 1507.82
181, 6421.19, 14.2605, 468.686, 72.8506, 195.685, 299.648, 0.00336328, 1508.86
182, 6413.09, 14.2769, 473.412, 72.8788, 195.917, 299.142, 0.00336692, 1509.86
183, 6405.02, 14.2932, 478.158, 72.9069, 196.148, 298.637, 0.00337058, 1510.81
184, 6396.97, 14.3094, 482.924, 72.9352, 196.378, 298.133, 0.00337425, 1511.73
185, 6388.94, 14.3256, 487.711, 72.9635, 196.609, 297.631, 0.00337792, 1512.6
186, 6380.94, 14.3416, 492.517, 72.9919, 196.838, 297.131, 0.0033816, 1513.43
187, 6372.96, 14.3576, 497.343, 73.0203, 197.068, 296.632, 0.00338529, 1514.22
188, 6365.01, 14.3735, 502.189, 73.0488, 197.296, 296.135, 0.00338899, 1514.98
189, 6357.07, 14.3893, 507.053, 73.0773, 197.525, 295.638, 0.0033927, 1515.69
190, 6349.17, 14.405, 511.937, 73.1059, 197.753, 295.144, 0.00339641, 1516.36
191, 6341.28, 14.4207, 516.84, 73.1345, 197.98, 294.651, 0.00340014, 1516.99
192, 6333.42, 14.4363, 521.761, 73.1632, 198.207, 294.159, 0.00340387, 1517.59
193, 6325.58, 14.4518, 526.701, 73.192, 198.434, 293.669, 0.0034076, 1518.14
194, 6317.76, 14.4672, 531.659, 73.2208, 198.66, 293.18, 0.00341135, 1518.66
195, 6309.97, 14.4826, 536.636, 73.2496, 198.886, 292.693, 0.0034151, 1519.14
196, 6302.2, 14.4978, 541.63, 73.2785, 199.111, 292.207, 0.00341886, 1519.59
197, 6294.45, 14.513, 546.643, 73.3075, 199.336, 291.722, 0.00342262, 1519.99
198, 6286.72, 14.5282, 551.672, 73.3365, 199.561, 291.239, 0.00342639, 1520.36
199, 6279.01, 14.5432, 556.72, 73.3655, 199.785, 290.757, 0.00343017, 1520.7
200, 6271.33, 14.5582, 561.784, 73.3946, 200.008, 290.277, 0.00343395, 1520.99
201, 6263.67, 14.5732, 566.866, 73.4238, 200.231, 289.798, 0.00343774, 1521.26
202, 6256.03, 14.588, 571.964, 73.4529, 200.454, 289.321, 0.00344154, 1521.48
203, 6248.41, 14.6028, 577.079, 73.4822, 200.676, 288.844, 0.00344534, 1521.67
204, 6240.81, 14.6175, 582.211, 73.5114, 200.898, 288.37, 0.00344915, 1521.83
205, 6233.23, 14.6321, 587.359, 73.5408, 201.119, 287.896, 0.00345296, 1521.95
206, 6225.68, 14.6467, 592.523, 73.5701, 201.34, 287.424, 0.00345678, 1522.04
207, 6218.14, 14.6612, 597.704, 73.5995, 201.561, 286.954, 0.00346061, 1522.1
208, 6210.62, 14.6757, 602.9, 73.629, 201.781, 286.484, 0.00346444, 1522.12
209, 6203.13, 14.6901, 608.111, 73.6585, 202.0, 286.017, 0.00346827, 1522.11
210, 6195.66, 14.7044, 613.338, 73.688, 202.219, 285.55, 0.00347211, 1522.07
211, 6188.2, 14.7187, 618.581, 73.7175, 202.438, 285.085, 0.00347595, 1521.99
212, 6180.77, 14.7328, 623.838, 73.7471, 202.656, 284.621, 0.0034798, 1521.88
213, 6173.35, 14.747, 629.111, 73.7768, 202.874, 284.158, 0.00348365, 1521.74
214, 6165.96, 14.761, 634.398, 73.8065, 203.091, 283.697, 0.00348751, 1521.57
215, 6158.59, 14.7751, 639.7, 73.8362, 203.308, 283.237, 0.00349137, 1521.37
216, 6151.23, 14.789, 645.016, 73.866, 203.525, 282.779, 0.00349524, 1521.14
217, 6143.89, 14.8029, 650.347, 73.8957, 203.741, 282.322, 0.00349911, 1520.87
218, 6136.58, 14.8167, 655.691, 73.9256, 203.956, 281.866, 0.00350298, 1520.58
219, 6129.28, 14.8305, 661.05, 73.9554, 204.171, 281.411, 0.00350686, 1520.26
220, 6122.0, 14.8442, 666.423, 73.9853, 204.386, 280.958, 0.00351074, 1519.9
221, 6114.74, 14.8579, 671.809, 74.0153, 204.6, 280.506, 0.00351462, 1519.52
222, 6107.5, 14.8715, 677.208, 74.0452, 204.814, 280.055, 0.00351851, 1519.11
223, 6100.28, 14.885, 682.621, 74.0752, 205.028, 279.606, 0.0035224, 1518.67
224, 6093.07, 14.8985, 688.047, 74.1053, 205.241, 279.158, 0.00352629, 1518.2
225, 6085.89, 14.9119, 693.485, 74.1353, 205.453, 278.711, 0.00353019, 1517.71
226, 6078.72, 14.9253, 698.937, 74.1654, 205.665, 278.265, 0.00353409, 1517.18
227, 6071.57, 14.9386, 704.401, 74.1956, 205.877, 277.821, 0.00353799, 1516.63
228, 6064.44, 14.9519, 709.878, 74.2257, 206.088, 277.378, 0.0035419, 1516.05
229, 6057.33, 14.9651, 715.367, 74.2559, 206.299, 276.936, 0.0035458, 1515.45
230, 6050.23, 14.9782, 720.868, 74.2861, 206.509, 276.496, 0.00354971, 1514.82
231, 6043.15, 14.9913, 726.381, 74.3164, 206.719, 276.057, 0.00355363, 1514.16
232, 6036.09, 15.0044, 731.906, 74.3467, 206.928, 275.619, 0.00355754, 1513.47
233, 6029.05, 15.0174, 737.443, 74.377, 207.137, 275.182, 0.00356146, 1512.76
234, 6022.02, 15.0303, 742.992, 74.4073, 207.346, 274.747, 0.00356538, 1512.03
235, 6015.01, 15.0432, 748.551, 74.4377, 207.554, 274.312, 0.0035693, 1511.27
236, 6008.02, 15.0561, 754.122, 74.468, 207.762, 273.879, 0.00357323, 1510.48
237, 6001.04, 15.0689, 759.704, 74.4985, 207.969, 273.448, 0.00357715, 1509.67
238, 5994.09, 15.0816, 765.297, 74.5289, 208.176, 273.017, 0.00358108, 1508.84
239, 5987.14, 15.0943, 770.901, 74.5594, 208.382, 272.588, 0.003585, 1507.98
240, 5980.22, 15.107, 776.516, 74.5898, 208.588, 272.16, 0.00358892, 1507.09
241, 5973.31, 15.1196, 782.141, 74.6204, 208.794, 271.733, 0.00359285, 1506.19
242, 5966.42, 15.1321, 787.776, 74.6509, 208.999, 271.307, 0.00359677, 1505.26
243, 5959.54, 15.1446, 793.422, 74.6815, 209.203, 270.882, 0.00360071, 1504.3
244, 5952.68, 15.1571, 799.077, 74.712, 209.407, 270.459, 0.00360464, 1503.33
245, 5945.83, 15.1695, 804.743, 74.7427, 209.611, 270.037, 0.00360859, 1502.33
246, 5939.0, 15.1818, 810.418, 74.7733, 209.814, 269.616, 0.00361253, 1501.31
247, 5932.19, 15.1942, 816.103, 74.8039, 210.017, 269.196, 0.00361646, 1500.27
248, 5925.39, 15.2064, 821.798, 74.8346, 210.22, 268.778, 0.00362039, 1499.2
249, 5918.61, 15.2187, 827.502, 74.8653, 210.422, 268.36, 0.00362433, 1498.12
250, 5911.84, 15.2308, 833.215, 74.896, 210.623, 267.944, 0.00362827, 1497.01
251, 5905.09, 15.243, 838.937, 74.9268, 210.824, 267.529, 0.0036322, 1495.88
252, 5898.35, 15.2551, 844.668, 74.9575, 211.025, 267.115, 0.00363614, 1494.73
253, 5891.63, 15.2671, 850.408, 74.9883, 211.225, 266.703, 0.00364008, 1493.56
254, 5884.92, 15.2791, 856.157, 75.0191, 211.425, 266.291, 0.00364402, 1492.37
255, 5878.23, 15.2911, 861.914, 75.0499, 211.625, 265.881, 0.00364795, 1491.16
256, 5871.55, 15.303, 867.68, 75.0807, 211.824, 265.472, 0.00365189, 1489.93
257, 5864.89, 15.3148, 873.454, 75.1116, 212.022, 265.063, 0.00365583, 1488.68
258, 5858.24, 15.3267, 879.236, 75.1424, 212.22, 264.657, 0.00365976, 1487.41
259, 5851.61, 15.3385, 885.026, 75.1733, 212.418, 264.251, 0.0036637, 1486.12
260, 5844.99, 15.3502, 890.824, 75.2042, 212.615, 263.846, 0.00366763, 1484.82
261, 5838.38, 15.3619, 896.63, 75.2351, 212.812, 263.443, 0.00367157, 1483.49
262, 5831.79, 15.3736, 902.443, 75.2661, 213.008, 263.04, 0.0036755, 1482.15
263, 5825.21, 15.3852, 908.264, 75.297, 213.204, 262.639, 0.00367944, 1480.78
264, 5818.65, 15.3968, 914.092, 75.328, 213.4, 262.239, 0.00368337, 1479.4
265, 5812.1, 15.4083, 919.928, 75.359, 213.595, 261.84, 0.0036873, 1478.01
266, 5805.56, 15.4198, 925.771, 75.39, 213.79, 261.442, 0.00369123, 1476.59
267, 5799.04, 15.4313, 931.621, 75.421, 213.984, 261.045, 0.00369516, 1475.16
268, 5792.53, 15.4427, 937.477, 75.452, 214.178, 260.649, 0.00369909, 1473.71
269, 5786.04, 15.4541, 943.341, 75.483, 214.371, 260.254, 0.00370301, 1472.24
270, 5779.55, 15.4654, 949.211, 75.5141, 214.564, 259.861, 0.00370694, 1470.76
271, 5773.08, 15.4767, 955.087, 75.5452, 214.756, 259.468, 0.00371086, 1469.26
272, 5766.63, 15.4879, 960.97, 75.5762, 214.949, 259.077, 0.00371479, 1467.74
273, 5760.18, 15.4992, 966.86, 75.6073, 215.14, 258.687, 0.00371871, 1466.21
274, 5753.75, 15.5104, 972.755, 75.6384, 215.331, 258.298, 0.00372263, 1464.66
275, 5747.34, 15.5215, 978.657, 75.6695, 215.522, 257.909, 0.00372654, 1463.1
276, 5740.93, 15.5326, 984.565, 75.7007, 215.713, 257.522, 0.00373046, 1461.52
277, 5734.54, 15.5437, 990.478, 75.7318, 215.903, 257.136, 0.00373437, 1459.92
278, 5728.16, 15.5547, 996.397, 75.7629, 216.092, 256.752, 0.00373828, 1458.31
279, 5721.79, 15.5657, 1002.32, 75.7941, 216.281, 256.368, 0.00374219, 1456.69
280, 5715.44, 15.5767, 1008.25, 75.8253, 216.47, 255.985, 0.0037461, 1455.05
281, 5709.09, 15.5876, 1014.19, 75.8564, 216.658, 255.603, 0.00375001, 1453.4
282, 5702.76, 15.5985, 1020.13, 75.8876, 216.846, 255.223, 0.00375391, 1451.73
283, 5696.45, 15.6093, 1026.07, 75.9188, 217.033, 254.843, 0.00375781, 1450.05
284, 5690.14, 15.6201, 1032.03, 75.95, 217.22, 254.464, 0.00376171, 1448.36
285, 5683.84, 15.6309, 1037.98, 75.9812, 217.407, 254.087, 0.0037656, 1446.65
286, 5677.56, 15.6416, 1043.94, 76.0125, 217.593, 253.71, 0.0037695, 1444.92
287, 5671.29, 15.6523, 1049.91, 76.0437, 217.779, 253.335, 0.00377339, 1443.19
288, 5665.03, 15.663, 1055.88, 76.0749, 217.964, 252.961, 0.00377728, 1441.44
289, 5658.78, 15.6736, 1061.85, 76.1062, 218.149, 252.587, 0.00378116, 1439.68
290, 5652.55, 15.6842, 1067.83, 76.1374, 218.333, 252.215, 0.00378504, 1437.91
291, 5646.32, 15.6948, 1073.82, 76.1687, 218.517, 251.843, 0.00378892, 1436.12
