IRON,MP,FC,F2,CIA,FS,F3,O2,FM
40, 50.0006, 20.0001, 200.001, 80.0, 500.001, 3400.01, 0.999996, 100.0
39.6061, 49.9793, 19.9179, 199.221, 79.9131, 498.886, 3393.37, 1.00328, 99.882
39.2121, 49.9575, 19.8346, 198.431, 79.825, 497.755, 3386.61, 1.00662, 99.7618
38.8182, 49.9352, 19.7504, 197.631, 79.7355, 496.607, 3379.75, 1.01003, 99.6393
38.4242, 49.9123, 19.665, 196.821, 79.6446, 495.441, 3372.76, 1.01349, 99.5146
38.0303, 49.8888, 19.5786, 195.999, 79.5524, 494.258, 3365.65, 1.01702, 99.3875
37.6364, 49.8646, 19.4911, 195.167, 79.4588, 493.058, 3358.42, 1.02061, 99.258
37.2424, 49.8397, 19.4025, 194.324, 79.3639, 491.839, 3351.06, 1.02426, 99.1259
36.8485, 49.8139, 19.3128, 193.469, 79.2674, 490.602, 3343.56, 1.02798, 98.9913
36.4545, 49.7871, 19.2219, 192.602, 79.1696, 489.347, 3335.93, 1.03176, 98.854
36.0606, 49.7593, 19.1298, 191.723, 79.0702, 488.072, 3328.16, 1.03562, 98.7138
35.6667, 49.7304, 19.0365, 190.833, 78.9694, 486.778, 3320.25, 1.03954, 98.5708
35.2727, 49.7003, 18.942, 189.929, 78.8671, 485.465, 3312.19, 1.04353, 98.4247
34.8788, 49.6688, 18.8462, 189.014, 78.7632, 484.131, 3303.98, 1.04759, 98.2755
34.4848, 49.6358, 18.7491, 188.085, 78.6578, 482.778, 3295.61, 1.05172, 98.123
34.0909, 49.6012, 18.6507, 187.142, 78.5509, 481.403, 3287.08, 1.05593, 97.9671
33.697, 49.5649, 18.551, 186.187, 78.4424, 480.008, 3278.39, 1.06021, 97.8078
33.303, 49.5267, 18.4499, 185.217, 78.3323, 478.591, 3269.52, 1.06456, 97.6447
32.9091, 49.4864, 18.3474, 184.233, 78.2206, 477.153, 3260.48, 1.069, 97.4778
32.5152, 49.4439, 18.2434, 183.235, 78.1073, 475.693, 3251.26, 1.0735, 97.3069
32.1212, 49.399, 18.138, 182.221, 77.9923, 474.211, 3241.85, 1.07808, 97.1319
31.7273, 49.3515, 18.0312, 181.193, 77.8758, 472.706, 3232.25, 1.08275, 96.9525
31.3333, 49.3011, 17.9227, 180.149, 77.7576, 471.179, 3222.45, 1.08748, 96.7687
30.9394, 49.2477, 17.8128, 179.088, 77.6378, 469.628, 3212.45, 1.0923, 96.5801
30.5455, 49.191, 17.7012, 178.012, 77.5164, 468.053, 3202.23, 1.0972, 96.3865
30.1515, 49.1308, 17.588, 176.919, 77.3933, 466.455, 3191.8, 1.10217, 96.1878
29.7576, 49.0667, 17.4732, 175.808, 77.2687, 464.832, 3181.13, 1.10723, 95.9837
29.3636, 48.9986, 17.3566, 174.68, 77.1424, 463.185, 3170.24, 1.11236, 95.774
28.9697, 48.9261, 17.2383, 173.534, 77.0146, 461.514, 3159.1, 1.11757, 95.5584
28.5758, 48.8489, 17.1182, 172.37, 76.8851, 459.817, 3147.72, 1.12286, 95.3366
28.1818, 48.7666, 16.9963, 171.187, 76.7542, 458.095, 3136.07, 1.12822, 95.1083
27.7879, 48.6789, 16.8725, 169.984, 76.6217, 456.347, 3124.16, 1.13366, 94.8732
27.3939, 48.5855, 16.7468, 168.761, 76.4877, 454.573, 3111.97, 1.13918, 94.6311
27, 48.4859, 16.6191, 167.518, 76.3523, 452.773, 3099.5, 1.14477, 94.3815
