IRON,MP,FC,F2,CIA,FS,F3,O2,FM
40, 50.0006, 20.0, 200.001, 79.9994, 500.001, 3400.01, 0.999998, 100.0
39.6061, 49.9792, 19.9174, 198.872, 80.3304, 498.88, 3390.39, 1.0033, 99.8814
39.2121, 49.9574, 19.8342, 197.721, 80.6779, 497.75, 3380.51, 1.00664, 99.7612
38.8182, 49.9353, 19.7505, 196.546, 81.0424, 496.609, 3370.38, 1.01002, 99.6396
38.4242, 49.9127, 19.6663, 195.347, 81.4245, 495.459, 3359.98, 1.01344, 99.5165
38.0303, 49.8897, 19.5817, 194.123, 81.8248, 494.3, 3349.3, 1.01689, 99.392
37.6364, 49.8662, 19.4966, 192.874, 82.2439, 493.132, 3338.33, 1.02038, 99.266
37.2424, 49.8421, 19.4111, 191.6, 82.6825, 491.957, 3327.07, 1.02391, 99.1387
36.8485, 49.8175, 19.3252, 190.299, 83.141, 490.774, 3315.49, 1.02746, 99.01
36.4545, 49.7922, 19.239, 188.972, 83.62, 489.584, 3303.61, 1.03105, 98.8799
36.0606, 49.7663, 19.1526, 187.618, 84.12, 488.388, 3291.39, 1.03466, 98.7486
35.6667, 49.7396, 19.0659, 186.237, 84.6416, 487.186, 3278.84, 1.0383, 98.6159
35.2727, 49.7122, 18.979, 184.828, 85.1852, 485.98, 3265.95, 1.04196, 98.4821
34.8788, 49.6839, 18.892, 183.391, 85.7511, 484.77, 3252.7, 1.04564, 98.347
34.4848, 49.6549, 18.8049, 181.925, 86.3399, 483.556, 3239.09, 1.04935, 98.2108
34.0909, 49.6249, 18.7177, 180.431, 86.9517, 482.34, 3225.11, 1.05306, 98.0735
33.697, 49.594, 18.6306, 178.909, 87.587, 481.122, 3210.74, 1.05679, 97.9351
33.303, 49.5621, 18.5434, 177.357, 88.246, 479.902, 3195.99, 1.06053, 97.7956
32.9091, 49.5292, 18.4564, 175.777, 88.9289, 478.683, 3180.83, 1.06428, 97.6552
32.5152, 49.4952, 18.3695, 174.167, 89.6358, 477.464, 3165.26, 1.06804, 97.5139
32.1212, 49.4602, 18.2827, 172.529, 90.3669, 476.245, 3149.28, 1.0718, 97.3717
31.7273, 49.424, 18.1961, 170.862, 91.1222, 475.028, 3132.87, 1.07556, 97.2286
31.3333, 49.3867, 18.1098, 169.166, 91.9019, 473.814, 3116.02, 1.07931, 97.0847
30.9394, 49.3481, 18.0238, 167.441, 92.7059, 472.602, 3098.73, 1.08307, 96.9401
30.5455, 49.3083, 17.938, 165.688, 93.5341, 471.394, 3080.99, 1.08682, 96.7947
30.1515, 49.2673, 17.8526, 163.907, 94.3867, 470.189, 3062.78, 1.09056, 96.6486
29.7576, 49.225, 17.7675, 162.098, 95.2634, 468.989, 3044.11, 1.09429, 96.5018
29.3636, 49.1814, 17.6828, 160.26, 96.1642, 467.793, 3024.95, 1.09801, 96.3543
28.9697, 49.1364, 17.5984, 158.395, 97.089, 466.602, 3005.31, 1.10171, 96.2062
28.5758, 49.0901, 17.5145, 156.503, 98.0378, 465.416, 2985.17, 1.10541, 96.0574
28.1818, 49.0424, 17.4309, 154.584, 99.0104, 464.235, 2964.52, 1.10909, 95.908
27.7879, 48.9933, 17.3477, 152.638, 100.007, 463.06, 2943.35, 1.11275, 95.7579
27.3939, 48.9427, 17.2649, 150.665, 101.027, 461.89, 2921.65, 1.1164, 95.6072
27, 48.8907, 17.1825, 148.666, 102.07, 460.726, 2899.42, 1.12003, 95.4557
26.6061, 48.8372, 17.1005, 146.641, 103.137, 459.567, 2876.63, 1.12364, 95.3036
26.2121, 48.7821, 17.0188, 144.59, 104.228, 458.413, 2853.28, 1.12723, 95.1507
25.8182, 48.7255, 16.9374, 142.514, 105.343, 457.264, 2829.36, 1.13081, 94.997
25.4242, 48.6672, 16.8564, 140.412, 106.481, 456.12, 2804.84, 1.13437, 94.8424
25.0303, 48.6073, 16.7756, 138.286, 107.642, 454.98, 2779.72, 1.13792, 94.687
24.6364, 48.5458, 16.6951, 136.134, 108.828, 453.845, 2753.98, 1.14144, 94.5305
24.2424, 48.4825, 16.6149, 133.957, 110.038, 452.713, 2727.61, 1.14496, 94.3731
23.8485, 48.4175, 16.5348, 131.755, 111.273, 451.585, 2700.58, 1.14846, 94.2145
23.4545, 48.3506, 16.4548, 129.529, 112.532, 450.459, 2672.88, 1.15194, 94.0546
23.0606, 48.2818, 16.375, 127.278, 113.816, 449.336, 2644.49, 1.15541, 93.8934
22.6667, 48.2111, 16.2952, 125.003, 115.126, 448.214, 2615.39, 1.15888, 93.7308
22.2727, 48.1383, 16.2154, 122.703, 116.462, 447.094, 2585.56, 1.16233, 93.5667
21.8788, 48.0634, 16.1356, 120.378, 117.824, 445.974, 2554.96, 1.16577, 93.4008
21.4848, 47.9863, 16.0556, 118.029, 119.214, 444.853, 2523.59, 1.16921, 93.233
21.0909, 47.9069, 15.9755, 115.655, 120.632, 443.731, 2491.41, 1.17265, 93.0633
20.697, 47.8251, 15.8951, 113.256, 122.079, 442.607, 2458.39, 1.17608, 92.8914
20.303, 47.7408, 15.8145, 110.833, 123.556, 441.48, 2424.5, 1.17951, 92.7171
19.9091, 47.6539, 15.7334, 108.385, 125.064, 440.349, 2389.72, 1.18294, 92.5402
19.5152, 47.5641, 15.6519, 105.913, 126.603, 439.213, 2354.0, 1.18638, 92.3605
19.1212, 47.4714, 15.5699, 103.417, 128.176, 438.071, 2317.32, 1.18982, 92.1777
18.7273, 47.3756, 15.4872, 100.897, 129.784, 436.922, 2279.63, 1.19327, 91.9916
18.3333, 47.2764, 15.4038, 98.3533, 131.428, 435.764, 2240.9, 1.19673, 91.802
17.9394, 47.1737, 15.3195, 95.7872, 133.11, 434.596, 2201.07, 1.20021, 91.6083
17.5455, 47.0672, 15.2343, 93.1997, 134.831, 433.417, 2160.11, 1.20371, 91.4104
17.1515, 46.9567, 15.1479, 90.5927, 136.594, 432.224, 2117.96, 1.20723, 91.2077
16.7576, 46.8418, 15.0604, 87.9686, 138.4, 431.017, 2074.57, 1.21077, 91.0
16.3636, 46.7222, 14.9714, 85.3309, 140.253, 429.792, 2029.89, 1.21434, 90.7866
15.9697, 46.5976, 14.881, 82.6841, 142.154, 428.549, 1983.85, 1.21795, 90.567
15.5758, 46.4675, 14.7887, 80.0346, 144.106, 427.284, 1936.38, 1.2216, 90.3407
15.1818, 46.3314, 14.6946, 77.3905, 146.112, 425.996, 1887.43, 1.22528, 90.107
14.7879, 46.1889, 14.5983, 74.7616, 148.175, 424.68, 1836.89, 1.22902, 89.865
14.3939, 46.0392, 14.4995, 72.1603, 150.3, 423.335, 1784.71, 1.23281, 89.6139
14, 45.8816, 14.3981, 69.6003, 152.489, 421.955, 1730.79, 1.23666, 89.3526
13.6061, 45.7154, 14.2936, 67.0963, 154.746, 420.538, 1675.04, 1.24058, 89.0802
13.2121, 45.5396, 14.1858, 64.6624, 157.077, 419.078, 1617.37, 1.24457, 88.7951
12.8182, 45.3531, 14.0741, 62.3112, 159.484, 417.57, 1557.69, 1.24865, 88.4959
12.4242, 45.1546, 13.958, 60.0516, 161.974, 416.008, 1495.93, 1.25282, 88.1809
12.0303, 44.9426, 13.8372, 57.8883, 164.55, 414.385, 1431.99, 1.2571, 87.8477
11.6364, 44.7153, 13.7107, 55.8213, 167.217, 412.693, 1365.83, 1.26149, 87.4942
11.2424, 44.4706, 13.578, 53.8463, 169.979, 410.923, 1297.4, 1.266, 87.1172
10.8485, 44.206, 13.4382, 51.9557, 172.839, 409.063, 1226.68, 1.27065, 86.7133
10.4545, 43.9186, 13.2901, 50.1393, 175.797, 407.1, 1153.72, 1.27546, 86.2785
10.0606, 43.6049, 13.1327, 48.386, 178.85, 405.022, 1078.6, 1.28042, 85.8078
9.66667, 43.2608, 12.9647, 46.6839, 181.99, 402.811, 1001.51, 1.28555, 85.2957
9.27273, 42.8816, 12.7845, 45.0223, 185.199, 400.451, 922.81, 1.29085, 84.7356
8.87879, 42.4625, 12.5908, 43.3919, 188.443, 397.923, 843.034, 1.29631, 84.1205
8.48485, 41.9983, 12.3823, 41.7869, 191.669, 395.215, 763.021, 1.3019, 83.4434
8.09091, 41.4849, 12.1583, 40.2062, 194.795, 392.318, 683.966, 1.30756, 82.6984
7.69697, 40.9206, 11.9189, 38.6555, 197.706, 389.239, 607.426, 1.31321, 81.8825
7.30303, 40.3073, 11.666, 37.1481, 200.26, 386.001, 535.204, 1.31869, 80.9981
6.90909, 39.6515, 11.403, 35.7026, 202.306, 382.649, 469.032, 1.32385, 80.0537
6.51515, 38.9634, 11.1342, 34.3382, 203.718, 379.238, 410.152, 1.32854, 79.0625
6.12121, 38.2535, 10.8636, 33.0682, 204.411, 375.819, 359.013, 1.33263, 78.0386
5.72727, 37.5293, 10.5937, 31.8961, 204.351, 372.421, 315.285, 1.33607, 76.9915
5.33333, 36.7933, 10.3251, 30.8164, 203.53, 369.05, 278.109, 1.33883, 75.9237
4.93939, 36.0422, 10.0563, 29.8169, 201.937, 365.683, 246.418, 1.3409, 74.8296
4.54545, 35.2671, 9.78383, 28.8823, 199.534, 362.278, 219.158, 1.34228, 73.6952
4.15152, 34.4535, 9.50265, 27.9958, 196.228, 358.767, 195.393, 1.34293, 72.4979
3.75758, 33.5795, 9.20561, 27.1397, 191.84, 355.06, 174.333, 1.34272, 71.2043
3.36364, 32.6132, 8.88254, 26.2957, 186.053, 351.026, 155.319, 1.34141, 69.7642
