IRON,MP,FC,F2,CIA,FS,F3,O2,FM
40, 50.0006, 20.0, 200.001, 79.9999, 500.0, 3400.0, 0.999999, 100.0
39.6061, 49.9845, 19.938, 200.422, 79.9344, 499.159, 3391.53, 1.00248, 99.911
39.2121, 49.9683, 19.8756, 200.847, 79.8684, 498.313, 3382.9, 1.00498, 99.8211
38.8182, 49.9518, 19.813, 201.276, 79.802, 497.461, 3374.11, 1.0075, 99.7304
38.4242, 49.9352, 19.7501, 201.708, 79.7353, 496.604, 3365.17, 1.01004, 99.639
38.0303, 49.9183, 19.687, 202.143, 79.6681, 495.742, 3356.06, 1.0126, 99.5468
37.6364, 49.9011, 19.6237, 202.58, 79.6005, 494.875, 3346.78, 1.01518, 99.4538
37.2424, 49.8837, 19.5601, 203.019, 79.5326, 494.004, 3337.33, 1.01778, 99.3601
36.8485, 49.8661, 19.4963, 203.46, 79.4643, 493.128, 3327.7, 1.0204, 99.2656
36.4545, 49.8481, 19.4322, 203.901, 79.3957, 492.248, 3317.9, 1.02303, 99.1703
36.0606, 49.8298, 19.368, 204.342, 79.3268, 491.364, 3307.9, 1.02569, 99.0742
35.6667, 49.8112, 19.3036, 204.783, 79.2575, 490.475, 3297.72, 1.02836, 98.9774
35.2727, 49.7922, 19.2389, 205.222, 79.1879, 489.582, 3287.34, 1.03105, 98.8798
34.8788, 49.7728, 19.1741, 205.659, 79.1181, 488.686, 3276.77, 1.03376, 98.7814
34.4848, 49.753, 19.1092, 206.092, 79.0479, 487.786, 3265.98, 1.03648, 98.6823
34.0909, 49.7328, 19.044, 206.522, 78.9775, 486.883, 3254.99, 1.03922, 98.5823
33.697, 49.7121, 18.9787, 206.946, 78.9069, 485.976, 3243.78, 1.04197, 98.4816
33.303, 49.6909, 18.9133, 207.365, 78.836, 485.066, 3232.36, 1.04474, 98.3802
32.9091, 49.6693, 18.8477, 207.776, 78.7649, 484.153, 3220.7, 1.04752, 98.2779
32.5152, 49.6471, 18.782, 208.18, 78.6936, 483.237, 3208.82, 1.05032, 98.1749
32.1212, 49.6244, 18.7162, 208.574, 78.6221, 482.318, 3196.69, 1.05313, 98.071
31.7273, 49.6011, 18.6502, 208.957, 78.5504, 481.397, 3184.32, 1.05595, 97.9664
31.3333, 49.5772, 18.5842, 209.328, 78.4785, 480.473, 3171.7, 1.05878, 97.861
30.9394, 49.5526, 18.518, 209.686, 78.4065, 479.547, 3158.82, 1.06163, 97.7548
30.5455, 49.5274, 18.4518, 210.029, 78.3344, 478.618, 3145.68, 1.06448, 97.6478
30.1515, 49.5016, 18.3854, 210.356, 78.2621, 477.688, 3132.27, 1.06735, 97.54
29.7576, 49.475, 18.319, 210.665, 78.1896, 476.755, 3118.58, 1.07022, 97.4313
29.3636, 49.4477, 18.2525, 210.955, 78.1171, 475.82, 3104.6, 1.07311, 97.3219
28.9697, 49.4196, 18.1859, 211.224, 78.0445, 474.884, 3090.32, 1.076, 97.2115
28.5758, 49.3908, 18.1192, 211.47, 77.9718, 473.945, 3075.75, 1.07891, 97.1004
28.1818, 49.3611, 18.0524, 211.691, 77.8989, 473.005, 3060.86, 1.08182, 96.9883
27.7879, 49.3306, 17.9855, 211.887, 77.826, 472.063, 3045.66, 1.08474, 96.8754
27.3939, 49.2991, 17.9186, 212.053, 77.7531, 471.12, 3030.13, 1.08767, 96.7616
27, 49.2668, 17.8516, 212.19, 77.6801, 470.175, 3014.25, 1.0906, 96.6468
26.6061, 49.2336, 17.7844, 212.294, 77.607, 469.228, 2998.04, 1.09354, 96.5311
26.2121, 49.1993, 17.7172, 212.363, 77.5338, 468.279, 2981.46, 1.09649, 96.4145
25.8182, 49.1641, 17.6499, 212.396, 77.4606, 467.329, 2964.51, 1.09945, 96.2968
25.4242, 49.1278, 17.5825, 212.39, 77.3874, 466.377, 2947.18, 1.10241, 96.1781
25.0303, 49.0904, 17.515, 212.342, 77.3141, 465.423, 2929.46, 1.10539, 96.0583
24.6364, 49.0519, 17.4474, 212.251, 77.2407, 464.468, 2911.34, 1.10836, 95.9375
24.2424, 49.0123, 17.3796, 212.113, 77.1673, 463.51, 2892.8, 1.11135, 95.8155
23.8485, 48.9715, 17.3117, 211.927, 77.0938, 462.55, 2873.83, 1.11434, 95.6924
23.4545, 48.9294, 17.2436, 211.689, 77.0202, 461.588, 2854.41, 1.11734, 95.568
23.0606, 48.8861, 17.1753, 211.397, 76.9466, 460.624, 2834.53, 1.12034, 95.4424
22.6667, 48.8414, 17.1069, 211.048, 76.8729, 459.657, 2814.18, 1.12336, 95.3155
22.2727, 48.7954, 17.0382, 210.639, 76.7992, 458.687, 2793.34, 1.12638, 95.1872
21.8788, 48.7479, 16.9694, 210.167, 76.7253, 457.715, 2771.99, 1.12941, 95.0575
21.4848, 48.699, 16.9003, 209.63, 76.6513, 456.739, 2750.12, 1.13245, 94.9262
21.0909, 48.6485, 16.8309, 209.023, 76.5772, 455.76, 2727.7, 1.13549, 94.7934
20.697, 48.5964, 16.7612, 208.344, 76.503, 454.776, 2704.71, 1.13855, 94.659
20.303, 48.5427, 16.6912, 207.59, 76.4287, 453.789, 2681.14, 1.14162, 94.5228
19.9091, 48.4873, 16.6208, 206.756, 76.3541, 452.797, 2656.96, 1.1447, 94.3848
19.5152, 48.4301, 16.5501, 205.84, 76.2794, 451.801, 2632.15, 1.14779, 94.2449
19.1212, 48.371, 16.4789, 204.838, 76.2045, 450.799, 2606.68, 1.15089, 94.103
18.7273, 48.3099, 16.4073, 203.746, 76.1293, 449.791, 2580.53, 1.15401, 93.9589
18.3333, 48.2468, 16.3352, 202.561, 76.0539, 448.777, 2553.67, 1.15714, 93.8126
17.9394, 48.1816, 16.2626, 201.278, 75.9782, 447.756, 2526.08, 1.16029, 93.6639
17.5455, 48.1141, 16.1893, 199.893, 75.9022, 446.728, 2497.71, 1.16345, 93.5127
17.1515, 48.0442, 16.1155, 198.403, 75.8258, 445.692, 2468.54, 1.16664, 93.3588
16.7576, 47.9719, 16.0409, 196.803, 75.7491, 444.647, 2438.54, 1.16984, 93.202
16.3636, 47.897, 15.9656, 195.089, 75.6719, 443.593, 2407.66, 1.17307, 93.0422
15.9697, 47.8193, 15.8895, 193.257, 75.5943, 442.528, 2375.86, 1.17632, 92.8792
15.5758, 47.7387, 15.8125, 191.301, 75.5162, 441.452, 2343.12, 1.17959, 92.7127
15.1818, 47.655, 15.7345, 189.217, 75.4376, 440.364, 2309.37, 1.1829, 92.5425
14.7879, 47.568, 15.6555, 187.001, 75.3583, 439.262, 2274.58, 1.18623, 92.3683
14.3939, 47.4776, 15.5753, 184.648, 75.2784, 438.146, 2238.69, 1.18959, 92.1898
14, 47.3834, 15.4939, 182.152, 75.1977, 437.015, 2201.65, 1.19299, 92.0067
13.6061, 47.2852, 15.4111, 179.51, 75.1163, 435.866, 2163.4, 1.19643, 91.8187
13.2121, 47.1828, 15.3269, 176.715, 75.034, 434.698, 2123.89, 1.19991, 91.6254
12.8182, 47.0758, 15.2411, 173.762, 74.9508, 433.511, 2083.04, 1.20343, 91.4262
12.4242, 46.9638, 15.1535, 170.647, 74.8665, 432.3, 2040.79, 1.207, 91.2208
12.0303, 46.8465, 15.0639, 167.364, 74.7812, 431.066, 1997.06, 1.21063, 91.0085
11.6364, 46.7234, 14.9723, 163.907, 74.6946, 429.804, 1951.78, 1.21431, 90.7887
11.2424, 46.594, 14.8783, 160.272, 74.6066, 428.513, 1904.85, 1.21805, 90.5607
10.8485, 46.4576, 14.7818, 156.452, 74.5172, 427.189, 1856.19, 1.22187, 90.3236
10.4545, 46.3137, 14.6825, 152.443, 74.4262, 425.83, 1805.7, 1.22575, 90.0766
10.0606, 46.1614, 14.5799, 148.24, 74.3334, 424.43, 1753.27, 1.22972, 89.8186
9.66667, 45.9998, 14.4739, 143.836, 74.2387, 422.986, 1698.79, 1.23378, 89.5482
9.27273, 45.8278, 14.364, 139.227, 74.1418, 421.492, 1642.15, 1.23794, 89.2641
8.87879, 45.6443, 14.2497, 134.407, 74.0425, 419.942, 1583.21, 1.24221, 88.9644
8.48485, 45.4477, 14.1303, 129.373, 73.9406, 418.329, 1521.85, 1.2466, 88.6472
8.09091, 45.2362, 14.0054, 124.12, 73.8358, 416.645, 1457.93, 1.25113, 88.31
7.69697, 45.0077, 13.874, 118.643, 73.7277, 414.879, 1391.28, 1.2558, 87.9497
7.30303, 44.7595, 13.7351, 112.939, 73.616, 413.019, 1321.77, 1.26065, 87.5627
6.90909, 44.4883, 13.5876, 107.005, 73.5002, 411.05, 1249.25, 1.26568, 87.1444
6.51515, 44.1901, 13.4299, 100.841, 73.3797, 408.952, 1173.55, 1.27093, 86.6892
6.12121, 43.8595, 13.2602, 94.4463, 73.254, 406.704, 1094.56, 1.27641, 86.1895
5.72727, 43.4897, 13.076, 87.8245, 73.1224, 404.274, 1012.15, 1.28217, 85.636
5.33333, 43.0716, 12.8742, 80.9833, 72.9841, 401.624, 926.297, 1.28824, 85.0158
4.93939, 42.5931, 12.6506, 73.938, 72.8383, 398.702, 837.052, 1.29465, 84.3119
4.54545, 42.0376, 12.3998, 66.7171, 72.684, 395.441, 744.674, 1.30144, 83.5007
4.15152, 41.3821, 12.1141, 59.3728, 72.5208, 391.749, 649.776, 1.30864, 82.5495
3.75758, 40.5952, 11.7838, 52.0002, 72.3486, 387.507, 553.605, 1.3162, 81.413
3.36364, 39.636, 11.3969, 44.7704, 72.1697, 382.571, 458.487, 1.32397, 80.0313
2.9697, 38.4578, 10.9408, 37.9678, 71.9896, 376.793, 368.278, 1.33153, 78.3334
2.57576, 37.0192, 10.407, 31.9753, 71.8184, 370.077, 287.98, 1.33806, 76.2519
2.18182, 35.2777, 9.7875, 27.1119, 71.6653, 362.324, 221.279, 1.34227, 73.7106
1.78788, 33.0852, 9.03967, 23.4323, 71.5222, 352.989, 167.374, 1.34219, 70.4689
1.39394, 29.7255, 7.94536, 20.8506, 71.2933, 339.264, 119.942, 1.33094, 65.3989
1, 19.9999, 4.99997, 20.0001, 67.9999, 300.0, 59.9995, 1.22222, 49.9998
