IRON,MP,FC,F2,CIA,FS,F3,O2,FM
40, 49.9966, 20.0002, 200.005, 79.9974, 500.006, 3400.02, 0.999983, 100.001
39.6061, 50.9018, 19.8555, 197.887, 80.9562, 497.246, 3387.75, 1.00813, 99.7075
39.2121, 51.9963, 19.6949, 195.836, 82.1617, 494.106, 3373.65, 1.01747, 99.3709
38.8182, 53.4318, 19.5068, 193.665, 83.8026, 490.297, 3356.65, 1.02889, 98.9577
38.4242, 55.8535, 19.2428, 190.807, 86.6574, 484.622, 3332.17, 1.04609, 98.3296
38.0303, 1417.91, 20.0435, 773.923, 70.3625, 240.085, 1813.46, 0.903408, 29.6044
37.6364, 1417.95, 20.0764, 771.827, 70.3585, 240.102, 1804.37, 0.903505, 29.6206
37.2424, 1417.9, 20.0736, 767.507, 70.3527, 240.099, 1797.77, 0.903491, 29.6199
36.8485, 1417.84, 20.0709, 763.08, 70.3469, 240.097, 1791.09, 0.903476, 29.6192
36.4545, 1417.79, 20.0681, 758.541, 70.3411, 240.094, 1784.33, 0.903462, 29.6185
36.0606, 1417.73, 20.0653, 753.887, 70.3353, 240.092, 1777.49, 0.903447, 29.6178
35.6667, 1417.67, 20.0625, 749.116, 70.3294, 240.089, 1770.57, 0.903433, 29.6171
35.2727, 1417.62, 20.0597, 744.223, 70.3235, 240.087, 1763.56, 0.903418, 29.6164
34.8788, 1417.56, 20.0568, 739.208, 70.3176, 240.084, 1756.47, 0.903403, 29.6157
34.4848, 1417.51, 20.055, 734.116, 70.3117, 240.082, 1749.22, 0.903392, 29.6155
34.0909, 1419.31, 20.5047, 748.744, 70.372, 240.369, 1715.56, 0.905029, 29.8051
33.697, 81.6158, 12.5898, 110.416, 221.68, 377.95, 2427.79, 1.3301, 78.6741
33.303, 78.2339, 12.6049, 110.662, 219.519, 379.722, 2431.23, 1.32786, 79.2017
32.9091, 76.3589, 12.5947, 110.494, 218.36, 380.486, 2428.85, 1.32685, 79.4256
32.5152, 74.9362, 12.5758, 110.181, 217.537, 380.929, 2424.42, 1.32624, 79.5549
32.1212, 73.747, 12.5519, 109.784, 216.9, 381.2, 2418.78, 1.32587, 79.6336
31.7273, 72.7063, 12.5247, 109.329, 216.387, 381.358, 2412.29, 1.32565, 79.6794
31.3333, 71.7709, 12.495, 108.827, 215.964, 381.433, 2405.12, 1.32555, 79.7013
30.9394, 70.9155, 12.4634, 108.289, 215.612, 381.445, 2397.4, 1.32553, 79.7048
30.5455, 70.1236, 12.4303, 107.718, 215.314, 381.407, 2389.2, 1.32559, 79.6938
30.1515, 69.3838, 12.396, 107.121, 215.062, 381.327, 2380.57, 1.3257, 79.6707
29.7576, 68.6878, 12.3607, 106.499, 214.847, 381.212, 2371.54, 1.32586, 79.6375
29.3636, 68.0295, 12.3246, 105.854, 214.662, 381.068, 2362.16, 1.32606, 79.5958
28.9697, 67.4039, 12.2879, 105.189, 214.503, 380.899, 2352.44, 1.32629, 79.5468
28.5758, 66.8073, 12.2507, 104.505, 214.365, 380.709, 2342.39, 1.32656, 79.4915
28.1818, 66.2366, 12.213, 103.803, 214.244, 380.501, 2332.02, 1.32684, 79.4307
27.7879, 65.6893, 12.1751, 103.083, 214.138, 380.276, 2321.35, 1.32714, 79.3651
27.3939, 65.1631, 12.137, 102.346, 214.043, 380.037, 2310.38, 1.32746, 79.2954
27, 64.6565, 12.0988, 101.593, 213.958, 379.787, 2299.1, 1.32779, 79.222
26.6061, 64.1679, 12.0605, 100.823, 213.881, 379.526, 2287.51, 1.32814, 79.1454
26.2121, 63.6962, 12.0222, 100.035, 213.81, 379.257, 2275.6, 1.32848, 79.066
25.8182, 63.2402, 11.984, 99.231, 213.743, 378.98, 2263.37, 1.32884, 78.9843
25.4242, 62.7991, 11.9459, 98.409, 213.679, 378.697, 2250.81, 1.3292, 78.9006
25.0303, 62.3723, 11.908, 97.5685, 213.618, 378.409, 2237.89, 1.32956, 78.8151
24.6364, 61.9591, 11.8704, 96.7089, 213.558, 378.117, 2224.6, 1.32992, 78.7284
24.2424, 61.5593, 11.8332, 95.8288, 213.499, 377.823, 2210.91, 1.33028, 78.6406
23.8485, 61.1725, 11.7963, 94.9271, 213.439, 377.527, 2196.8, 1.33064, 78.5521
23.4545, 60.7987, 11.76, 94.0021, 213.379, 377.231, 2182.24, 1.33099, 78.4633
23.0606, 60.4379, 11.7242, 93.052, 213.318, 376.935, 2167.19, 1.33134, 78.3745
22.6667, 60.0904, 11.6891, 92.0746, 213.256, 376.642, 2151.6, 1.33168, 78.2861
22.2727, 59.7566, 11.6548, 91.0672, 213.192, 376.352, 2135.42, 1.33201, 78.1985
21.8788, 59.4371, 11.6215, 90.0268, 213.128, 376.067, 2118.6, 1.33233, 78.1124
21.4848, 59.1331, 11.5894, 88.9496, 213.063, 375.79, 2101.06, 1.33264, 78.0282
21.0909, 58.846, 11.5586, 87.8313, 212.997, 375.522, 2082.7, 1.33293, 77.9468
20.697, 58.5776, 11.5295, 86.6664, 212.933, 375.267, 2063.43, 1.33321, 77.869
20.303, 58.3306, 11.5024, 85.4483, 212.87, 375.028, 2043.11, 1.33346, 77.796
19.9091, 58.1086, 11.4778, 84.169, 212.81, 374.81, 2021.58, 1.3337, 77.7292
19.5152, 57.9166, 11.4563, 82.8179, 212.757, 374.619, 1998.63, 1.3339, 77.6705
19.1212, 57.7616, 11.4389, 81.3819, 212.712, 374.463, 1974.0, 1.33406, 77.6226
18.7273, 57.6538, 11.4267, 79.8433, 212.68, 374.353, 1947.33, 1.33417, 77.5889
18.3333, 57.6084, 11.4215, 78.1785, 212.666, 374.307, 1918.14, 1.33422, 77.5746
17.9394, 57.6492, 11.4261, 76.3546, 212.678, 374.348, 1885.75, 1.33417, 77.5875
17.5455, 57.8153, 11.4449, 74.3242, 212.728, 374.517, 1849.19, 1.334, 77.6393
17.1515, 58.1756, 11.4852, 72.017, 212.829, 374.876, 1806.98, 1.33363, 77.7495
16.7576, 58.8614, 11.5603, 69.3286, 213.001, 375.537, 1756.89, 1.33292, 77.9512
16.3636, 60.1436, 11.6945, 66.1165, 213.265, 376.687, 1695.72, 1.33163, 78.2998
15.9697, 62.623, 11.9304, 62.2503, 213.654, 378.58, 1620.1, 1.32935, 78.8658
15.5758, 69.0346, 12.3802, 57.2417, 214.942, 381.292, 1518.77, 1.32575, 79.6606
15.1818, 1417.36, 20.047, 225.014, 70.2971, 240.075, 1170.91, 0.903352, 29.6132
14.7879, 1417.82, 20.0696, 206.925, 70.3442, 240.096, 1148.13, 0.90347, 29.6189
14.3939, 1418.39, 20.098, 188.518, 70.4035, 240.121, 1124.1, 0.903617, 29.626
14, 1419.11, 20.1341, 169.827, 70.4788, 240.154, 1098.66, 0.903804, 29.635
13.6061, 1420.05, 20.1808, 150.897, 70.5758, 240.196, 1071.55, 0.904045, 29.6466
13.2121, 1421.27, 20.242, 131.792, 70.703, 240.251, 1042.48, 0.90436, 29.6618
12.8182, 1422.91, 20.3244, 112.601, 70.8737, 240.325, 1010.96, 0.904783, 29.6821
12.4242, 1425.18, 20.4395, 93.4496, 71.1111, 240.427, 976.282, 0.905368, 29.7103
12.0303, 1428.51, 20.6092, 74.5293, 71.4593, 240.576, 937.204, 0.906223, 29.7515
11.6364, 1433.8, 20.8829, 56.1655, 72.0163, 240.814, 891.149, 0.907581, 29.8171
11.2424, 1443.7, 21.406, 39.0821, 73.0656, 241.255, 831.082, 0.910108, 29.9395
10.8485, 1466.48, 22.6718, 25.9827, 75.5231, 242.261, 734.171, 0.915878, 30.2204
10.4545, 1489.78, 24.0631, 20.4472, 78.0991, 243.277, 625.045, 0.92171, 30.5064
