kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 49.998, 19.9999, 200.002, 80.0021, 500.002, 3399.99, 0.999996, 100.0
6.6054, 52.2293, 20.1168, 199.301, 78.1954, 501.087, 3430.24, 0.996806, 101.141
6.5448, 55.1127, 20.2479, 198.515, 76.1567, 501.808, 3462.19, 0.994689, 102.276
6.4842, 59.5773, 20.4115, 197.536, 73.5625, 501.63, 3498.08, 0.995208, 103.345
6.4236, 1382.06, 16.5627, 206.466, 58.0205, 235.741, 2682.82, 0.878562, 29.2106
6.363, 1392.99, 16.5537, 206.461, 58.2425, 235.543, 2691.4, 0.877423, 29.3589
6.3024, 1404.11, 16.5446, 206.452, 58.466, 235.342, 2699.96, 0.876266, 29.51
6.2418, 1415.4, 16.5353, 206.44, 58.691, 235.137, 2708.52, 0.87509, 29.664
6.1812, 1426.88, 16.5258, 206.423, 58.9175, 234.929, 2717.07, 0.873895, 29.821
6.1206, 1438.54, 16.5161, 206.403, 59.1454, 234.718, 2725.61, 0.87268, 29.981
6.06, 1450.41, 16.5062, 206.378, 59.3749, 234.502, 2734.13, 0.871445, 30.1441
5.9994, 1462.46, 16.4961, 206.348, 59.6059, 234.283, 2742.64, 0.870189, 30.3105
5.9388, 1474.73, 16.4857, 206.314, 59.8384, 234.061, 2751.12, 0.868912, 30.4802
5.8782, 1487.2, 16.4752, 206.274, 60.0724, 233.834, 2759.58, 0.867613, 30.6533
5.8176, 1499.9, 16.4644, 206.23, 60.308, 233.604, 2768.01, 0.866293, 30.83
5.757, 1512.81, 16.4534, 206.18, 60.5451, 233.369, 2776.41, 0.86495, 31.0104
5.6964, 1525.95, 16.4421, 206.124, 60.7838, 233.13, 2784.78, 0.863584, 31.1945
5.6358, 1539.33, 16.4306, 206.063, 61.024, 232.887, 2793.11, 0.862194, 31.3826
5.5752, 1552.95, 16.4188, 205.996, 61.2658, 232.64, 2801.39, 0.86078, 31.5747
5.5146, 1566.82, 16.4068, 205.922, 61.5091, 232.388, 2809.63, 0.859342, 31.771
5.454, 1580.94, 16.3946, 205.841, 61.754, 232.132, 2817.82, 0.857878, 31.9716
5.3934, 1595.34, 16.382, 205.754, 62.0006, 231.871, 2825.95, 0.856389, 32.1767
5.3328, 1610.0, 16.3692, 205.659, 62.2487, 231.605, 2834.02, 0.854873, 32.3865
5.2722, 1624.95, 16.3561, 205.556, 62.4983, 231.334, 2842.03, 0.85333, 32.601
5.2116, 1640.18, 16.3427, 205.446, 62.7496, 231.059, 2849.96, 0.85176, 32.8205
5.151, 1655.72, 16.329, 205.327, 63.0025, 230.778, 2857.82, 0.850161, 33.0452
5.0904, 1671.56, 16.315, 205.2, 63.257, 230.491, 2865.59, 0.848534, 33.2752
5.0298, 1687.72, 16.3006, 205.063, 63.513, 230.2, 2873.27, 0.846876, 33.5108
4.9692, 1704.22, 16.286, 204.917, 63.7707, 229.902, 2880.85, 0.845188, 33.7521
4.9086, 1721.05, 16.271, 204.76, 64.03, 229.599, 2888.33, 0.843469, 33.9994
4.848, 1738.24, 16.2556, 204.594, 64.2908, 229.29, 2895.7, 0.841717, 34.253
