kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 49.9981, 19.9999, 199.998, 80.0019, 500.001, 3400.0, 0.999997, 100.0
6.6054, 52.1543, 20.1269, 204.317, 78.289, 501.288, 3424.24, 0.996215, 101.163
6.5448, 54.8644, 20.272, 216.28, 76.4079, 502.349, 3441.88, 0.99311, 102.334
6.4842, 58.5291, 20.4634, 265.091, 74.3271, 503.222, 3423.28, 0.990557, 103.52
6.4236, 63.2268, 20.8072, 458.407, 72.5352, 505.261, 3254.45, 0.984624, 104.872
6.363, 68.2817, 21.3986, 742.635, 71.6898, 510.216, 2981.68, 0.970361, 106.592
6.3024, 1556.06, 23.7071, 930.5, 70.0482, 241.853, 1666.9, 0.913454, 31.3722
6.2418, 1565.02, 23.492, 937.657, 70.0459, 241.493, 1674.23, 0.911379, 31.4938
6.1812, 1574.13, 23.2789, 944.788, 70.0435, 241.131, 1681.61, 0.909286, 31.618
6.1206, 1583.39, 23.068, 951.889, 70.0412, 240.765, 1689.03, 0.907175, 31.7449
6.06, 1592.81, 22.8591, 958.961, 70.0388, 240.395, 1696.49, 0.905045, 31.8748
5.9994, 1602.39, 22.6523, 966.001, 70.0365, 240.023, 1703.99, 0.902895, 32.0075
5.9388, 1612.14, 22.4475, 973.006, 70.0343, 239.646, 1711.53, 0.900727, 32.1434
5.8782, 1622.07, 22.2447, 979.974, 70.032, 239.266, 1719.11, 0.898538, 32.2824
5.8176, 1632.17, 22.0438, 986.901, 70.0298, 238.883, 1726.74, 0.896329, 32.4246
5.757, 1642.45, 21.8449, 993.787, 70.0276, 238.495, 1734.4, 0.8941, 32.5701
5.6964, 1652.92, 21.6478, 1000.63, 70.0254, 238.104, 1742.11, 0.891849, 32.7192
5.6358, 1663.58, 21.4526, 1007.42, 70.0232, 237.709, 1749.86, 0.889577, 32.8718
5.5752, 1674.45, 21.2593, 1014.16, 70.0211, 237.31, 1757.66, 0.887283, 33.0281
5.5146, 1685.51, 21.0678, 1020.85, 70.0189, 236.906, 1765.49, 0.884967, 33.1882
5.454, 1696.8, 20.8781, 1027.49, 70.0168, 236.499, 1773.37, 0.882627, 33.3523
5.3934, 1708.3, 20.6901, 1034.06, 70.0147, 236.087, 1781.28, 0.880265, 33.5205
5.3328, 1720.02, 20.5039, 1040.57, 70.0126, 235.67, 1789.23, 0.877879, 33.6929
5.2722, 1731.98, 20.3194, 1047.01, 70.0105, 235.249, 1797.23, 0.875468, 33.8697
5.2116, 1744.18, 20.1366, 1053.39, 70.0084, 234.824, 1805.26, 0.873032, 34.0511
5.151, 1756.62, 19.9554, 1059.69, 70.0063, 234.393, 1813.33, 0.870571, 34.2372
5.0904, 1769.33, 19.7759, 1065.91, 70.0042, 233.958, 1821.43, 0.868085, 34.4282
5.0298, 1782.3, 19.598, 1072.05, 70.0021, 233.518, 1829.56, 0.865571, 34.6243
4.9692, 1795.54, 19.4217, 1078.11, 70.0, 233.072, 1837.73, 0.86303, 34.8256
4.9086, 1809.07, 19.247, 1084.08, 69.9979, 232.621, 1845.92, 0.860462, 35.0325
4.848, 1822.89, 19.0738, 1089.95, 69.9958, 232.165, 1854.14, 0.857865, 35.245
4.7874, 1837.02, 18.9021, 1095.73, 69.9937, 231.703, 1862.39, 0.855239, 35.4634
4.7268, 1851.47, 18.732, 1101.41, 69.9916, 231.235, 1870.65, 0.852583, 35.6881
4.6662, 1866.24, 18.5633, 1106.99, 69.9895, 230.761, 1878.93, 0.849897, 35.9191
4.6056, 1881.35, 18.3961, 1112.45, 69.9873, 230.282, 1887.22, 0.847179, 36.1568
4.545, 1896.82, 18.2303, 1117.8, 69.9851, 229.796, 1895.52, 0.844429, 36.4014
4.4844, 1912.65, 18.0659, 1123.03, 69.9828, 229.303, 1903.82, 0.841646, 36.6533
4.4238, 1928.86, 17.903, 1128.13, 69.9805, 228.804, 1912.12, 0.838829, 36.9128
