kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 49.9981, 19.9999, 200.003, 80.0019, 500.001, 3399.99, 0.999997, 100.0
6.6054, 52.1764, 20.1239, 199.089, 78.2613, 501.229, 3429.76, 0.99639, 101.156
6.5448, 54.9615, 20.2625, 198.077, 76.3091, 502.136, 3461.08, 0.99373, 102.311
6.4842, 59.1225, 20.4326, 196.84, 73.8858, 502.301, 3495.73, 0.993245, 103.419
6.4236, 1338.02, 14.9478, 309.039, 54.783, 233.705, 2665.69, 0.867004, 28.6568
6.363, 1347.7, 14.908, 312.082, 54.925, 233.468, 2673.42, 0.865647, 28.7907
6.3024, 1357.53, 14.8682, 315.165, 55.0679, 233.227, 2681.12, 0.864272, 28.9272
6.2418, 1367.53, 14.8283, 318.292, 55.2118, 232.983, 2688.79, 0.86288, 29.0663
6.1812, 1377.69, 14.7884, 321.462, 55.3565, 232.736, 2696.42, 0.86147, 29.2082
6.1206, 1388.02, 14.7485, 324.677, 55.5022, 232.486, 2704.01, 0.860042, 29.353
6.06, 1398.52, 14.7085, 327.94, 55.6487, 232.232, 2711.57, 0.858595, 29.5007
5.9994, 1409.19, 14.6684, 331.251, 55.796, 231.974, 2719.08, 0.857128, 29.6514
5.9388, 1420.05, 14.6281, 334.613, 55.9442, 231.713, 2726.54, 0.855641, 29.8053
5.8782, 1431.09, 14.5878, 338.028, 56.0931, 231.448, 2733.95, 0.854134, 29.9623
5.8176, 1442.33, 14.5473, 341.497, 56.2428, 231.18, 2741.3, 0.852606, 30.1226
5.757, 1453.76, 14.5067, 345.023, 56.3933, 230.907, 2748.6, 0.851057, 30.2863
5.6964, 1465.39, 14.4659, 348.607, 56.5444, 230.63, 2755.83, 0.849486, 30.4536
5.6358, 1477.22, 14.4249, 352.253, 56.6963, 230.349, 2762.99, 0.847892, 30.6244
5.5752, 1489.27, 14.3838, 355.962, 56.8487, 230.064, 2770.07, 0.846274, 30.799
5.5146, 1501.54, 14.3424, 359.738, 57.0018, 229.774, 2777.08, 0.844633, 30.9775
5.454, 1514.02, 14.3007, 363.582, 57.1554, 229.48, 2784.0, 0.842967, 31.1599
5.3934, 1526.74, 14.2589, 367.498, 57.3095, 229.181, 2790.83, 0.841277, 31.3464
5.3328, 1539.7, 14.2167, 371.489, 57.4642, 228.877, 2797.57, 0.83956, 31.5372
5.2722, 1552.9, 14.1743, 375.558, 57.6192, 228.569, 2804.2, 0.837817, 31.7324
5.2116, 1566.35, 14.1315, 379.707, 57.7747, 228.255, 2810.72, 0.836047, 31.9321
5.151, 1580.05, 14.0884, 383.941, 57.9304, 227.936, 2817.12, 0.834249, 32.1366
5.0904, 1594.02, 14.045, 388.263, 58.0865, 227.611, 2823.39, 0.832422, 32.3459
5.0298, 1608.27, 14.0011, 392.676, 58.2428, 227.281, 2829.54, 0.830565, 32.5603
4.9692, 1622.8, 13.9569, 397.186, 58.3993, 226.946, 2835.54, 0.828679, 32.7799
4.9086, 1637.62, 13.9123, 401.795, 58.5559, 226.604, 2841.38, 0.826761, 33.005
4.848, 1652.74, 13.8672, 406.508, 58.7125, 226.256, 2847.07, 0.824811, 33.2357
4.7874, 1668.17, 13.8217, 411.331, 58.8691, 225.902, 2852.59, 0.822828, 33.4722
4.7268, 1683.92, 13.7756, 416.267, 59.0256, 225.541, 2857.92, 0.820811, 33.7148
4.6662, 1700.0, 13.7291, 421.321, 59.1819, 225.174, 2863.06, 0.81876, 33.9637
4.6056, 1716.42, 13.682, 426.5, 59.338, 224.8, 2867.99, 0.816672, 34.2192
4.545, 1733.19, 13.6343, 431.808, 59.4937, 224.419, 2872.71, 0.814548, 34.4815
4.4844, 1750.33, 13.5861, 437.25, 59.649, 224.03, 2877.19, 0.812385, 34.7509
4.4238, 1767.85, 13.5372, 442.834, 59.8037, 223.634, 2881.43, 0.810184, 35.0277
4.3632, 1785.76, 13.4877, 448.565, 59.9578, 223.23, 2885.41, 0.807942, 35.3123
4.3026, 1804.08, 13.4375, 454.45, 60.1112, 222.818, 2889.11, 0.805658, 35.6048
4.242, 1822.81, 13.3866, 460.496, 60.2637, 222.398, 2892.52, 0.803332, 35.9058
4.1814, 1841.99, 13.3349, 466.709, 60.4153, 221.969, 2895.61, 0.800962, 36.2155
4.1208, 1861.61, 13.2825, 473.097, 60.5657, 221.531, 2898.38, 0.798547, 36.5343
4.0602, 1881.71, 13.2292, 479.668, 60.715, 221.083, 2900.8, 0.796085, 36.8628
3.9996, 1902.3, 13.1751, 486.428, 60.8628, 220.627, 2902.85, 0.793574, 37.2012
3.939, 1923.4, 13.1201, 493.387, 61.0092, 220.16, 2904.5, 0.791014, 37.5501
3.8784, 1945.02, 13.0642, 500.553, 61.1538, 219.683, 2905.74, 0.788402, 37.91
3.8178, 1967.2, 13.0073, 507.933, 61.2967, 219.195, 2906.54, 0.785737, 38.2814
3.7572, 1989.96, 12.9494, 515.537, 61.4375, 218.696, 2906.87, 0.783017, 38.665
3.6966, 2013.31, 12.8905, 523.373, 61.5761, 218.186, 2906.72, 0.780241, 39.0612
3.636, 2037.29, 12.8305, 531.449, 61.7123, 217.664, 2906.04, 0.777406, 39.4707
3.5754, 2061.93, 12.7694, 539.775, 61.846, 217.129, 2904.8, 0.774511, 39.8944
3.5148, 2087.25, 12.7071, 548.359, 61.9768, 216.581, 2902.99, 0.771553, 40.3328
3.4542, 2113.28, 12.6436, 557.209, 62.1046, 216.021, 2900.56, 0.768531, 40.7868
3.3936, 2140.07, 12.5788, 566.333, 62.2291, 215.446, 2897.48, 0.765442, 41.2573
3.333, 2167.64, 12.5127, 575.739, 62.3501, 214.857, 2893.71, 0.762283, 41.7452
3.2724, 2196.04, 12.4452, 585.432, 62.4673, 214.252, 2889.21, 0.759053, 42.2516
3.2118, 2225.31, 12.3763, 595.419, 62.5804, 213.632, 2883.95, 0.755748, 42.7774
3.1512, 2255.49, 12.3059, 605.705, 62.6892, 212.996, 2877.88, 0.752367, 43.3239
