kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 49.9964, 20.0002, 200.0, 79.9972, 500.006, 3400.03, 0.999981, 100.001
6.6054, 53.5431, 19.9524, 200.41, 81.2628, 497.714, 3408.0, 1.00674, 100.778
6.5448, 1432.54, 19.7031, 202.208, 70.0063, 239.393, 3387.21, 0.899421, 29.8184
6.4842, 1441.95, 19.6104, 202.939, 70.0273, 239.119, 3388.08, 0.897843, 29.9444
6.4236, 1451.5, 19.5181, 203.67, 70.0489, 238.842, 3388.7, 0.896249, 30.0729
6.363, 1461.2, 19.4259, 204.401, 70.0712, 238.563, 3389.05, 0.894637, 30.204
6.3024, 1471.07, 19.3341, 205.129, 70.0941, 238.28, 3389.13, 0.893007, 30.3377
6.2418, 1481.09, 19.2425, 205.852, 70.1177, 237.994, 3388.92, 0.89136, 30.4741
6.1812, 1491.27, 19.1512, 206.569, 70.1421, 237.704, 3388.41, 0.889694, 30.6134
6.1206, 1501.63, 19.0603, 207.276, 70.1673, 237.412, 3387.59, 0.88801, 30.7555
6.06, 1512.17, 18.9696, 207.973, 70.1934, 237.116, 3386.44, 0.886307, 30.9007
5.9994, 1522.88, 18.8793, 208.657, 70.2204, 236.816, 3384.96, 0.884585, 31.0489
5.9388, 1533.78, 18.7893, 209.324, 70.2483, 236.513, 3383.12, 0.882844, 31.2004
5.8782, 1544.87, 18.6998, 209.973, 70.2773, 236.206, 3380.91, 0.881083, 31.3552
5.8176, 1556.16, 18.6106, 210.6, 70.3074, 235.896, 3378.33, 0.879303, 31.5133
5.757, 1567.66, 18.5218, 211.202, 70.3387, 235.582, 3375.36, 0.877502, 31.6751
5.6964, 1579.37, 18.4334, 211.778, 70.3712, 235.265, 3371.99, 0.875681, 31.8405
5.6358, 1591.3, 18.3456, 212.323, 70.405, 234.943, 3368.2, 0.87384, 32.0097
5.5752, 1603.45, 18.2582, 212.834, 70.4403, 234.618, 3364.0, 0.871977, 32.1828
5.5146, 1615.83, 18.1713, 213.308, 70.477, 234.289, 3359.36, 0.870093, 32.3601
5.454, 1628.46, 18.085, 213.743, 70.5154, 233.956, 3354.29, 0.868187, 32.5415
5.3934, 1641.34, 17.9992, 214.134, 70.5554, 233.618, 3348.77, 0.86626, 32.7274
5.3328, 1654.48, 17.9141, 214.479, 70.5973, 233.277, 3342.8, 0.86431, 32.9178
5.2722, 1667.89, 17.8296, 214.774, 70.6411, 232.931, 3336.38, 0.862338, 33.113
5.2116, 1681.57, 17.7457, 215.017, 70.687, 232.582, 3329.51, 0.860343, 33.3131
5.151, 1695.55, 17.6626, 215.204, 70.735, 232.228, 3322.19, 0.858325, 33.5183
5.0904, 1709.82, 17.5803, 215.334, 70.7854, 231.869, 3314.41, 0.856284, 33.7289
5.0298, 1724.41, 17.4988, 215.402, 70.8383, 231.506, 3306.2, 0.854218, 33.945
4.9692, 1739.33, 17.4182, 215.409, 70.8939, 231.138, 3297.56, 0.852129, 34.1669
4.9086, 1754.58, 17.3384, 215.35, 70.9523, 230.766, 3288.5, 0.850015, 34.3948
4.848, 1770.18, 17.2597, 215.226, 71.0137, 230.389, 3279.05, 0.847877, 34.629
4.7874, 1786.15, 17.1819, 215.035, 71.0783, 230.008, 3269.22, 0.845713, 34.8697
4.7268, 1802.5, 17.1053, 214.776, 71.1463, 229.621, 3259.04, 0.843524, 35.1173
