kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 49.9954, 20.0004, 200.003, 79.9962, 500.01, 3400.03, 0.999972, 100.001
6.6054, 53.8778, 19.9139, 199.268, 81.5675, 496.902, 3407.53, 1.00915, 100.69
6.5448, 1432.38, 19.6951, 197.272, 69.9894, 239.385, 3404.16, 0.899379, 29.8163
6.4842, 1441.72, 19.5996, 196.445, 70.0042, 239.109, 3410.85, 0.897786, 29.9416
6.4236, 1451.2, 19.5041, 195.617, 70.0191, 238.829, 3417.56, 0.896174, 30.0692
6.363, 1460.83, 19.4087, 194.787, 70.0341, 238.547, 3424.27, 0.894544, 30.1994
6.3024, 1470.61, 19.3134, 193.956, 70.0492, 238.26, 3431.0, 0.892895, 30.3321
6.2418, 1480.54, 19.2181, 193.123, 70.0644, 237.97, 3437.73, 0.891227, 30.4674
6.1812, 1490.63, 19.1228, 192.288, 70.0798, 237.677, 3444.48, 0.889539, 30.6055
6.1206, 1500.88, 19.0275, 191.451, 70.0953, 237.38, 3451.23, 0.88783, 30.7464
6.06, 1511.3, 18.9323, 190.613, 70.1108, 237.08, 3457.99, 0.886102, 30.8901
5.9994, 1521.89, 18.8371, 189.773, 70.1265, 236.775, 3464.76, 0.884352, 31.0369
5.9388, 1532.65, 18.7419, 188.932, 70.1423, 236.467, 3471.54, 0.882581, 31.1867
5.8782, 1543.59, 18.6468, 188.089, 70.1583, 236.154, 3478.32, 0.880788, 31.3397
5.8176, 1554.72, 18.5516, 187.244, 70.1743, 235.838, 3485.11, 0.878973, 31.4959
5.757, 1566.04, 18.4565, 186.397, 70.1904, 235.518, 3491.9, 0.877136, 31.6555
5.6964, 1577.55, 18.3614, 185.548, 70.2066, 235.193, 3498.7, 0.875275, 31.8186
5.6358, 1589.27, 18.2663, 184.697, 70.223, 234.864, 3505.5, 0.873391, 31.9853
5.5752, 1601.19, 18.1712, 183.845, 70.2394, 234.531, 3512.3, 0.871482, 32.1558
5.5146, 1613.33, 18.0761, 182.99, 70.256, 234.193, 3519.11, 0.869549, 32.3301
