kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 50.0006, 20.0001, 200.002, 79.9994, 500.001, 3400.01, 0.999997, 100.0
6.6054, 51.8975, 20.1076, 203.747, 78.508, 501.241, 3424.62, 0.996356, 101.158
6.5448, 53.9783, 20.2263, 211.024, 77.0852, 502.473, 3447.02, 0.992746, 102.348
6.4842, 56.2775, 20.3737, 226.281, 75.7736, 503.907, 3464.79, 0.988564, 103.596
6.4236, 58.8513, 20.5798, 257.183, 74.6286, 505.896, 3473.57, 0.982789, 104.943
6.363, 61.7785, 20.873, 313.278, 73.6988, 508.744, 3466.34, 0.97458, 106.427
6.3024, 65.1359, 21.2516, 400.924, 72.9958, 512.328, 3435.42, 0.964352, 108.041
6.2418, 68.9635, 21.6745, 516.089, 72.4925, 516.028, 3379.68, 0.953911, 109.72
6.1812, 73.2523, 22.0833, 641.256, 72.1466, 519.069, 3310.78, 0.945426, 111.375
6.1206, 77.9593, 22.429, 753.834, 71.9191, 520.869, 3247.33, 0.940442, 112.938
6.06, 83.0353, 22.6859, 838.705, 71.7789, 521.176, 3202.87, 0.939592, 114.37
5.9994, 88.4471, 22.8502, 891.611, 71.7028, 520.007, 3181.9, 0.942817, 115.668
5.9388, 94.1839, 22.9321, 915.199, 71.6738, 517.522, 3182.95, 0.949719, 116.842
5.8782, 100.252, 22.9471, 914.779, 71.68, 513.928, 3202.18, 0.959802, 117.912
5.8176, 106.666, 22.9114, 896.025, 71.7129, 509.428, 3235.35, 0.972592, 118.895
5.757, 113.441, 22.8395, 864.082, 71.7665, 504.203, 3278.52, 0.987667, 119.806
5.6964, 120.587, 22.7431, 823.308, 71.8364, 498.408, 3328.31, 1.00465, 120.659
5.6358, 128.101, 22.6314, 777.254, 71.9197, 492.18, 3381.95, 1.02319, 121.461
5.5752, 135.967, 22.5112, 728.71, 72.0141, 485.641, 3437.21, 1.04293, 122.219
5.5146, 144.156, 22.3872, 679.783, 72.1182, 478.902, 3492.42, 1.06354, 122.935
5.454, 152.627, 22.2627, 631.987, 72.231, 472.067, 3546.34, 1.08465, 123.615
5.3934, 161.329, 22.1398, 586.349, 72.3522, 465.23, 3598.17, 1.1059, 124.259
5.3328, 170.212, 22.0201, 543.515, 72.4817, 458.473, 3647.4, 1.12695, 124.872
5.2722, 179.232, 21.9043, 503.845, 72.6195, 451.861, 3693.77, 1.1475, 125.455
5.2116, 188.35, 21.7932, 467.493, 72.7661, 445.447, 3737.21, 1.16728, 126.014
5.151, 197.543, 21.6873, 434.474, 72.9218, 439.262, 3777.77, 1.1861, 126.551
5.0904, 206.796, 21.5867, 404.709, 73.0873, 433.326, 3815.59, 1.20384, 127.071
5.0298, 216.109, 21.4918, 378.058, 73.263, 427.645, 3850.85, 1.22041, 127.576
4.9692, 225.487, 21.4028, 354.347, 73.4493, 422.216, 3883.79, 1.23577, 128.069
4.9086, 234.943, 21.3197, 333.381, 73.6468, 417.03, 3914.62, 1.24992, 128.555
4.848, 244.493, 21.2427, 314.955, 73.8556, 412.075, 3943.59, 1.26288, 129.034
4.7874, 254.156, 21.1715, 298.862, 74.0759, 407.334, 3970.92, 1.27469, 129.509
4.7268, 263.951, 21.106, 284.894, 74.3075, 402.792, 3996.83, 1.28538, 129.981
4.6662, 273.897, 21.0459, 272.846, 74.5503, 398.432, 4021.52, 1.295, 130.452
4.6056, 284.012, 20.9908, 262.519, 74.8037, 394.238, 4045.15, 1.3036, 130.923
4.545, 294.312, 20.9402, 253.719, 75.0672, 390.195, 4067.88, 1.31124, 131.394
