kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 50.0006, 20.0001, 200.001, 80.0, 500.001, 3400.01, 0.999996, 100.0
6.6054, 51.8762, 20.0479, 200.54, 79.7242, 500.438, 3418.39, 0.998711, 101.072
6.5448, 53.9171, 20.0948, 201.07, 79.461, 500.716, 3436.84, 0.997892, 102.157
6.4842, 56.1402, 20.1405, 201.59, 79.2113, 500.821, 3455.34, 0.997582, 103.256
6.4236, 58.5642, 20.1852, 202.101, 78.9758, 500.736, 3473.9, 0.997831, 104.365
6.363, 61.2093, 20.2286, 202.6, 78.7555, 500.443, 3492.51, 0.998692, 105.485
6.3024, 64.0972, 20.2708, 203.089, 78.5512, 499.922, 3511.16, 1.00022, 106.613
6.2418, 67.2511, 20.3116, 203.565, 78.3637, 499.156, 3529.85, 1.00248, 107.747
6.1812, 70.6955, 20.351, 204.028, 78.1938, 498.122, 3548.58, 1.00552, 108.884
6.1206, 74.4558, 20.3889, 204.477, 78.0423, 496.803, 3567.34, 1.00943, 110.022
6.06, 78.5579, 20.4252, 204.913, 77.91, 495.177, 3586.12, 1.01426, 111.156
5.9994, 83.0275, 20.4599, 205.333, 77.7975, 493.228, 3604.93, 1.02008, 112.285
5.9388, 87.8893, 20.4928, 205.737, 77.7053, 490.938, 3623.74, 1.02694, 113.403
5.8782, 93.1656, 20.5239, 206.124, 77.6341, 488.296, 3642.57, 1.03491, 114.507
5.8176, 98.8752, 20.5531, 206.493, 77.5842, 485.295, 3661.39, 1.04401, 115.593
5.757, 105.031, 20.5804, 206.844, 77.5559, 481.934, 3680.21, 1.05427, 116.655
5.6964, 111.641, 20.6055, 207.176, 77.5492, 478.221, 3699.01, 1.06566, 117.691
5.6358, 118.701, 20.6285, 207.488, 77.564, 474.174, 3717.8, 1.07815, 118.696
5.5752, 126.2, 20.6492, 207.778, 77.6, 469.822, 3736.56, 1.09164, 119.666
5.5146, 134.116, 20.6677, 208.048, 77.6566, 465.201, 3755.3, 1.10601, 120.599
5.454, 142.417, 20.6838, 208.295, 77.7329, 460.36, 3774.0, 1.12109, 121.492
5.3934, 151.063, 20.6976, 208.52, 77.8281, 455.352, 3792.66, 1.13668, 122.345
5.3328, 160.012, 20.709, 208.722, 77.9407, 450.233, 3811.29, 1.15255, 123.157
5.2722, 169.217, 20.7182, 208.903, 78.0694, 445.06, 3829.89, 1.16848, 123.93
5.2116, 178.635, 20.725, 209.063, 78.2128, 439.882, 3848.45, 1.18425, 124.666
5.151, 188.23, 20.7297, 209.201, 78.3693, 434.743, 3867.0, 1.19965, 125.367
5.0904, 197.97, 20.7322, 209.319, 78.5376, 429.68, 3885.52, 1.21454, 126.037
5.0298, 207.831, 20.7327, 209.418, 78.7162, 424.718, 3904.04, 1.22877, 126.677
4.9692, 217.797, 20.7312, 209.497, 78.9038, 419.875, 3922.55, 1.24224, 127.293
4.9086, 227.86, 20.7277, 209.558, 79.0995, 415.163, 3941.06, 1.25489, 127.886
4.848, 238.016, 20.7225, 209.602, 79.302, 410.588, 3959.58, 1.26666, 128.46
4.7874, 248.267, 20.7155, 209.628, 79.5107, 406.15, 3978.11, 1.27754, 129.018
4.7268, 258.619, 20.7066, 209.637, 79.7245, 401.848, 3996.65, 1.28752, 129.562
4.6662, 269.08, 20.6961, 209.629, 79.943, 397.678, 4015.21, 1.2966, 130.093
4.6056, 279.661, 20.6838, 209.605, 80.1653, 393.632, 4033.78, 1.3048, 130.615
4.545, 290.376, 20.6698, 209.563, 80.3911, 389.706, 4052.37, 1.31212, 131.129
4.4844, 301.239, 20.6541, 209.505, 80.6197, 385.892, 4070.97, 1.3186, 131.636
4.4238, 312.265, 20.6367, 209.43, 80.8508, 382.182, 4089.59, 1.32424, 132.137
4.3632, 323.472, 20.6174, 209.337, 81.0839, 378.57, 4108.21, 1.32909, 132.635
4.3026, 334.876, 20.5964, 209.226, 81.3186, 375.048, 4126.85, 1.33316, 133.13
4.242, 346.496, 20.5735, 209.097, 81.5546, 371.609, 4145.48, 1.33646, 133.623
4.1814, 358.353, 20.5487, 208.949, 81.7914, 368.247, 4164.11, 1.33904, 134.115
4.1208, 370.465, 20.5219, 208.781, 82.0288, 364.956, 4182.73, 1.3409, 134.607
4.0602, 382.854, 20.4931, 208.593, 82.2665, 361.73, 4201.32, 1.34206, 135.1
3.9996, 395.543, 20.4621, 208.384, 82.5039, 358.564, 4219.89, 1.34255, 135.594
3.939, 408.555, 20.429, 208.153, 82.7409, 355.452, 4238.42, 1.34237, 136.091
