kisu,MP,FC,F2,CIA,FS,F3,O2,FM
6.666, 50.0006, 20.0001, 200.002, 79.9992, 500.001, 3400.01, 0.999996, 100.0
6.6054, 51.8589, 19.9993, 200.075, 80.4186, 499.782, 3414.43, 1.00064, 101.001
6.5448, 53.8701, 19.9943, 200.092, 80.9198, 499.369, 3428.49, 1.00185, 102.01
6.4842, 56.0478, 19.9846, 200.044, 81.5144, 498.745, 3442.11, 1.00369, 103.025
6.4236, 58.4061, 19.9695, 199.923, 82.2169, 497.888, 3455.2, 1.00623, 104.044
6.363, 60.9594, 19.9482, 199.715, 83.046, 496.774, 3467.65, 1.00952, 105.063
6.3024, 63.7217, 19.9196, 199.406, 84.0255, 495.377, 3479.31, 1.01367, 106.08
6.2418, 66.7064, 19.8824, 198.974, 85.1859, 493.67, 3489.99, 1.01876, 107.09
6.1812, 69.9247, 19.8348, 198.393, 86.5666, 491.622, 3499.43, 1.0249, 108.088
6.1206, 73.3842, 19.7749, 197.631, 88.2188, 489.2, 3507.31, 1.03219, 109.067
6.06, 77.0871, 19.7, 196.645, 90.2083, 486.371, 3513.22, 1.04076, 110.021
5.9994, 81.0272, 19.607, 195.38, 92.6201, 483.102, 3516.59, 1.05071, 110.94
5.9388, 85.187, 19.4925, 193.767, 95.5624, 479.366, 3516.72, 1.06216, 111.816
5.8782, 89.534, 19.3523, 191.726, 99.1685, 475.143, 3512.72, 1.07517, 112.636
5.8176, 94.0191, 19.1831, 189.164, 103.594, 470.434, 3503.52, 1.08976, 113.391
5.757, 98.5782, 18.9824, 185.989, 109.002, 465.27, 3487.98, 1.10583, 114.072
5.6964, 103.142, 18.7507, 182.136, 115.53, 459.727, 3465.05, 1.1231, 114.674
5.6358, 107.651, 18.4928, 177.595, 123.246, 453.927, 3434.11, 1.14114, 115.201
5.5752, 112.078, 18.2177, 172.438, 132.1, 448.029, 3395.27, 1.1594, 115.667
5.5146, 116.432, 17.9367, 166.815, 141.922, 442.191, 3349.46, 1.17729, 116.092
5.454, 120.755, 17.6607, 160.916, 152.461, 436.537, 3298.21, 1.19436, 116.496
5.3934, 125.099, 17.3976, 154.929, 163.454, 431.14, 3243.27, 1.21034, 116.897
5.3328, 129.516, 17.1517, 149.009, 174.66, 426.028, 3186.26, 1.22511, 117.306
5.2722, 134.047, 16.9249, 143.27, 185.888, 421.199, 3128.54, 1.23867, 117.73
5.2116, 138.725, 16.7173, 137.786, 196.99, 416.632, 3071.23, 1.25107, 118.173
5.151, 143.576, 16.5281, 132.605, 207.853, 412.303, 3015.16, 1.26239, 118.634
5.0904, 148.619, 16.3559, 127.754, 218.393, 408.185, 2961.02, 1.27271, 119.113
5.0298, 153.871, 16.1996, 123.245, 228.545, 404.252, 2909.34, 1.28211, 119.61
4.9692, 159.348, 16.0579, 119.08, 238.258, 400.483, 2860.53, 1.29066, 120.123
4.9086, 165.062, 15.9296, 115.259, 247.494, 396.857, 2814.93, 1.29842, 120.652
4.848, 171.028, 15.8137, 111.773, 256.222, 393.359, 2772.81, 1.30544, 121.194
4.7874, 177.259, 15.7095, 108.613, 264.418, 389.972, 2734.37, 1.31176, 121.749
4.7268, 183.767, 15.6161, 105.768, 272.064, 386.686, 2699.79, 1.31742, 122.316
4.6662, 190.568, 15.5329, 103.227, 279.146, 383.488, 2669.2, 1.32245, 122.894
4.6056, 197.677, 15.4593, 100.979, 285.652, 380.369, 2642.7, 1.32689, 123.483
4.545, 205.108, 15.395, 99.0119, 291.574, 377.321, 2620.36, 1.33074, 124.081
4.4844, 212.879, 15.3395, 97.3162, 296.905, 374.337, 2602.27, 1.33403, 124.688
4.4238, 221.005, 15.2925, 95.882, 301.639, 371.409, 2588.46, 1.33677, 125.305
4.3632, 229.507, 15.2536, 94.7005, 305.772, 368.533, 2578.98, 1.33898, 125.929
4.3026, 238.403, 15.2227, 93.7642, 309.299, 365.702, 2573.85, 1.34067, 126.562
4.242, 247.714, 15.1995, 93.0663, 312.217, 362.913, 2573.11, 1.34185, 127.202
4.1814, 257.461, 15.1838, 92.6012, 314.523, 360.161, 2576.77, 1.34253, 127.85
4.1208, 267.67, 15.1756, 92.3644, 316.214, 357.442, 2584.86, 1.3427, 128.506
4.0602, 278.364, 15.1747, 92.3522, 317.285, 354.752, 2597.37, 1.34239, 129.169
3.9996, 289.57, 15.1809, 92.5617, 317.735, 352.088, 2614.33, 1.34158, 129.84
3.939, 301.317, 15.1943, 92.9908, 317.561, 349.448, 2635.72, 1.34029, 130.518
3.8784, 313.637, 15.2146, 93.638, 316.761, 346.827, 2661.55, 1.33852, 131.204
3.8178, 326.56, 15.2419, 94.5021, 315.335, 344.224, 2691.79, 1.33626, 131.897
3.7572, 340.124, 15.2761, 95.5821, 313.283, 341.636, 2726.41, 1.33352, 132.597
3.6966, 354.365, 15.3172, 96.8772, 310.608, 339.06, 2765.37, 1.3303, 133.306
3.636, 369.324, 15.3649, 98.386, 307.315, 336.494, 2808.59, 1.32661, 134.022
3.5754, 385.045, 15.4194, 100.107, 303.411, 333.936, 2855.98, 1.32242, 134.747
3.5148, 401.575, 15.4805, 102.036, 298.908, 331.382, 2907.4, 1.31776, 135.48
3.4542, 418.962, 15.5481, 104.171, 293.82, 328.832, 2962.71, 1.31261, 136.222
3.3936, 437.263, 15.6222, 106.505, 288.169, 326.283, 3021.7, 1.30697, 136.972
3.333, 456.533, 15.7024, 109.03, 281.978, 323.732, 3084.12, 1.30084, 137.732
3.2724, 476.836, 15.7888, 111.736, 275.279, 321.178, 3149.7, 1.29422, 138.501
3.2118, 498.237, 15.8809, 114.61, 268.108, 318.618, 3218.08, 1.2871, 139.28
3.1512, 520.808, 15.9785, 117.635, 260.508, 316.051, 3288.9, 1.27948, 140.069
3.0906, 544.625, 16.0811, 120.791, 252.528, 313.473, 3361.71, 1.27135, 140.868
3.03, 569.768, 16.1883, 124.054, 244.222, 310.883, 3436.02, 1.26271, 141.678
2.9694, 596.323, 16.2993, 127.395, 235.651, 308.278, 3511.33, 1.25356, 142.5
2.9088, 624.383, 16.4135, 130.783, 226.879, 305.656, 3587.05, 1.24388, 143.333
2.8482, 654.043, 16.5297, 134.182, 217.975, 303.014, 3662.6, 1.23368, 144.177
2.7876, 685.408, 16.6469, 137.551, 209.011, 300.35, 3737.36, 1.22294, 145.034
2.727, 718.587, 16.7637, 140.849, 200.058, 297.661, 3810.71, 1.21166, 145.903
2.6664, 753.697, 16.8785, 144.029, 191.189, 294.943, 3882.01, 1.19983, 146.785
2.6058, 790.865, 16.9895, 147.046, 182.475, 292.195, 3950.64, 1.18745, 147.681
2.5452, 830.227, 17.0946, 149.853, 173.983, 289.413, 4016.0, 1.1745, 148.59
2.4846, 871.934, 17.1918, 152.404, 165.777, 286.594, 4077.51, 1.16099, 149.514
2.424, 916.158, 17.2788, 154.654, 157.912, 283.734, 4134.62, 1.14689, 150.453
2.3634, 963.092, 17.3534, 156.561, 150.438, 280.831, 4186.81, 1.13221, 151.407
